Title,Keywords
Natural frequencies of piled raft foundation including superstructure effect,Consolidation; Earthquakes; Foundations; Stiffness; Tall buildings; Analytical methodology; Dynamic characteristics; Dynamics characteristic; Exact analytical solutions; Geotechnical parameters; Natural radial frequency; Raft; Superstructure; Piles; analytical framework; centrifugal model test; earthquake engineering; foundation; geotechnical engineering; pile; stiffness
Biomechanical modeling of prosthetic mesh and human tissue surrogate interaction,
Autonomous target following with monocular camera on UAS using Recursive-RANSAC tracker,Antennas; Cameras; Unmanned aerial vehicles (UAV); Autonomous target; Hardware test; Monocular cameras; Multiple moving objects; Multiple objects; Outdoor environment; Unmanned aerial systems; Vision-based target tracking; Target tracking
Learned Search Parameters for Cooperating Vehicles using Gaussian Process Regressions,Cost functions; Gaussian distribution; Gaussian noise (electronic); Numerical methods; Cooperating vehicles; Gaussian process regression; Grid cells; Mission objectives; Search area; Search parameters; Target density; Vehicle searches; Unmanned aerial vehicles (UAV)
Zipper Tube Reinforcement to Mitigate Flexible Shaft Buckling,Reinforcement; Space applications; Structural frames; Buckling failure; Buckling restrained braced frames; Compressive loads; Construction technique; Continuous support; Deployable boom; Support systems; Variable length; Robotic surgery
Modified Material Properties in Curved Panels Through Lamina Emergent Torsional Joints,Elastic moduli; Universal joints; Alternative materials; Compliant joints; Constrained design; Effective moduli; Energy storage efficiencies; Joint stiffness; Maximum moments; Three orders of magnitude; Stiffness
An Origami-based Thickness-Accommodating Bistable Mechanism in Monolithic Thick-sheet Materials,Mechanisms; Bi-stable state; Bistable mechanisms; Bistables; Large structures; Low-energy state; Multistable; Stored energy; Thick sheets; Compliant mechanisms
Implementation of Rolling Contacts for SORCE Joints,Friction; Manufacturing complexity; Rolling contacts; Rolling joints; Rollers (machine components)
The PepSeq Pipeline: Software for Antimicrobial Motif Discovery in Randomly-Generated Peptide Libraries,Antibiotics; Bacteria; Bioinformatics; Decision trees; Pipelines; Anti-microbial activity; Drug discovery; Motif discovery; Novel antibiotics; Random forest algorithm; Random forests; Resistance genes; Sequence motifs; Peptides
Buried Rib SiO2 Multimode Interference Waveguides for Optofluidic Multiplexing,Biosensors; Diagnosis; Dielectric waveguides; Fluorescence; Fluorescence spectroscopy; Geometry; Integrated optics; Low-k dielectric; Multiplexing; Nickel; Optical sensors; Optical waveguides; Photonics; Silica; Analyte detection; Antiresonant reflecting optical waveguides; Bio photonics; Disease diagnostics; Environmental stability; Multi-mode interference; Ribs; Target identification; Emission spectroscopy
Improved Track Continuity in Multi Target Tracking by Fusing Multiple Input Sources,
Visual Multiple Target Tracking from a Descending Aerial Platform,
A Class of Logistic Functions for Approximating State-Inclusive Koopman Operators,
Extending Motion Detection to Track Stopped Objects in Visual Multi-Target Tracking,
Movie recommendations using the deep learning approach,Collaborative filtering; Data integration; Factorization; Information use; Mean square error; Motion pictures; Nearest neighbor search; Recommender systems; Collaborative filtering systems; Collaborative filtering techniques; K-nearest neighbors; Learning approach; Matrix factorizations; Movie recommendations; Root mean squared errors; Streaming service; Deep learning
A graduate school recommendation system using the multi-class support vector machine and KNN approaches,Data integration; Decision making; Distance education; Information use; Learning systems; Nearest neighbor search; Recommender systems; Support vector machines; Empirical studies; Graduate schools; K-nearest neighbors; Long-term perspective; Multi-class support vector machines; On-line education; Performance evaluations; Recommender; Students
Relative Navigation: A Keyframe-Based Approach for Observable GPS-Degraded Navigation,Fighter aircraft; Micro air vehicle (MAV); Military applications; Military vehicles; Environmental change; Key frames; New applications; Relative navigation; Remote areas; Air navigation
One-dimensional turbulence modeling for cylindrical and spherical flows: model formulation and application,Combustion; Image segmentation; Mesh generation; Pipe flow; Spheres; Turbulence; Turbulence models; Computationally efficient; Cylindrical; One dimensional turbulence; One-dimensional turbulence model; One-dimensional turbulence modeling; Spherical configurations; Spherical coordinates; Velocity fluctuations; Fighter aircraft; advection; comparative study; cylinder; geometry; numerical model; one-dimensional modeling; pipe flow; turbulence
Developable compliant-aided rolling-contact mechanisms,Degrees of freedom (mechanics); Friction; Joints (structural components); Kinematics; Rollers (machine components); Compliant; Curvature; Developable; Rolling contacts; Ruled surfaces; Compliant mechanisms
A Rateless Approach to Physical-Layer Security,Channel coding; Channel state information; Codes (symbols); Network layers; Wi-Fi; Code construction; Linear block code; Operating parameters; Packet erasure channels; Physical layer security; Probability of intercepts; Real-world networks; Wire-tap channels; Network security
Nested QPSK Encoding for Information Theoretic Security,Communication channels (information theory); Digital communication systems; Fading (radio); Quadrature amplitude modulation; Quadrature phase shift keying; Signal encoding; Digital communications; High reliability; Information- theoretic securities; Minimum distance; Perfect secrecy; Quadrature phaseshift keying (QPSK); Quadrature-amplitude modulations (QAM); Wire-tap channels; Channel state information
A Tale of Two Studies: The Best and Worst of YubiKey Usability,Hardware; Locks (fasteners); Usability engineering; Hardware tokens; Longitudinal study; Two factor authentication; usability; YubiKey; Authentication
Radiative properties of gases,Absorption spectroscopy; Distribution functions; Forecasting; Gases; High temperature applications; High temperature engineering; Radiative transfer; Absorption co-efficient; Absorption cross sections; Engineering applications; Gas spectral absorption; Radiative transfer equations; Statistical narrow-band model; Temperature and pressures; Weighted-sum-of-gray-gases models; Gas absorption
The Future of R&D Leadership: Wider changes in the culture and the market will drive changes in the practice of R&D leadership.,Engineering research; Content creation; Talent management; Human resource management
Mining social media divides: an analysis of K-12 U.S. School uses of Twitter,
Design and characterization of a package-less hybrid PDMS-CMOS-FR4 contact-imaging system for microfluidic integration,CMOS integrated circuits; Dielectric devices; Digital cameras; Image sensors; Imaging systems; Integrated circuit design; Integration; Integration testing; Metallic compounds; Metals; Microchannels; Microfluidics; MOS devices; Oxide semiconductors; Photomultipliers; Polydimethylsiloxane; Signal conditioning circuits; Silicones; Transistors; Analyte concentration; Complementary metal oxide semiconductor image sensor; Complementary metal oxide semiconductors; Contact imaging; Microfluidic structures; Optical collection efficiency; Photomultiplier tube; Polydimethylsiloxane PDMS; Signal to noise ratio
Secure Array Synthesis in Multipath Channels,Antenna arrays; Array processing; Beamforming; Channel estimation; Correlation methods; Cryptography; Directional patterns (antenna); Network security; Optimization; Antenna array synthesis; Antenna radiation pattern synthesis; Array signal processing; Conventional beamforming; Electromagnetic propagation; Numerical implementation; Security; Semi-definite programming; Beam forming networks
Comparison of calibrated empirical and semi-empirical methods for bedload transport rate prediction in gravel bed streams,Calibration; Errors; Forecasting; Sediment transport; Sedimentation; Stream flow; Bankfull discharge; Bed-load transport rate; Bedload sediment transport; Calibration procedure; Gravel-bed streams; Predictive accuracy; Root mean square errors; Semi-empirical methods; Mean square error; bedload; calibration; comparative study; empirical analysis; gravel bed stream; prediction; sediment transport
A Multimodal Exploration of Engineering Students' Emotions and Electrodermal Activity in Design Activities,Artificial intelligence; Computer aided instruction; Design; Electrodes; Fusion reactions; Plasma theory; Students; Surveys; affective theories; Design projects; Electrodermal activity; Learning environments; Multi-modal; Engineering education
Kinetostatic modeling of complex compliant mechanisms with serial-parallel substructures: A semi-analytical matrix displacement method,Complex networks; Compliant mechanisms; Degrees of freedom (mechanics); Finite element method; Flexible manipulators; Hinges; Jacobian matrices; Mechanisms; Stiffness matrix; Distributed compliances; Flexure hinge; Force-displacement relations; Kinetostatic analysis; Matrix displacement method; Parameter optimization; Performance evaluations; Single degree of freedoms; Transfer matrix method
Solar system science with the Wide-Field Infrared Survey Telescope,Asteroids; Astrophysics; Infrared imaging; Infrared spectroscopy; NASA; Orbits; Planets; Satellites; Space telescopes; Surveys; Target tracking; Telescopes; Thermography (imaging); Infra-red survey telescope; Infrared space observatory; James Webb space telescope; Kuiper belt objects; Large synoptic survey telescopes; Moving target tracking; Next generation space telescopes; System investigation; Earth (planet)
"3D printed microfluidic features using dose control in X, Y, and Z dimensions",3D printers; Fluidic devices; Printing presses; Stereolithography; 3-D printing; Exposure conditions; Micro-fluidic devices; Microfluidic channel; Particle traps; Rapid feedback; Surface feature; Three-dimensional (3D) printing; Microfluidics
A cognitive approach to predicting academic success in computing,
Increasing student construction interest by engaging elementary students in an inquiry-based 3D modelling after school program,
Outreach potential of displaying research artifacts in art museums,
Intensive mentoring and micro-electronics research for students in engineering (IMMERSE),
Transitioning a manufacturing systems engineering course to student-centered learning,
Assessment of a global engineering outreach course,
Understanding engineering and technology student perceptions: Barriers to study abroad participation,
Designing a sustainable large-scale project-based learning (PBL) experience for juniors in electrical and computer engineering,
Investigating influences on first-year engineering students' views of ethics and social responsibility,
A longitudinal study of social and ethical responsibility among undergraduate engineering students: Comparing baseline and midpoint survey results,
Lowman's model goes back to the movies,
Crafting the future of computing education in CC2020: A workshop,
Preface,
Crystallographic Reconstruction of Parent Austenite Twin Boundaries in a Lath Martensitic Steel,Austenite; Decision making; Grain boundaries; Martensitic transformations; Microstructure; Austenite grain; Austenite twins; Lath martensitic steels; Orientation relationship; Overlapping regions; Reconstruction method; Special boundaries; Twin boundaries; Martensitic stainless steel
Bézier B̄ projection,Extraction; Finite element method; Geometry; Incompressible flow; Stiffness matrix; Displacement-based method; Dual basis; Isogeometric analysis; Locking; Nearly incompressible; Optimal approximation; Sparse non-symmetric systems; Spline representation; Locks (fasteners)
Relative visual-inertial odometry for fixed-wing aircraft in GPS-denied environments,Air navigation; Cooperative communication; Global positioning system; Kalman filters; Navigation; Critical component; Graph optimization; Guidance and control; High-fidelity simulations; Monocular cameras; Novel methodology; Registered images; Relative navigation; Fixed wings
Direct Measurement of High-Gain and Complementary Charge-Steering Amplifiers,Clocks; Electric current measurement; Electric power utilization; Operational amplifiers; Topology; Transconductance; Charge redistribution; Charge-Steering; Circuits and systems; Dynamic Circuits; Linearity; Power demands; Light amplifiers
Twining and dynamic recrystallization in austenitic Alloy 718 during friction welding,Crystallization; Friction; Friction welding; Grain boundaries; Grain growth; Grain refinement; Grain size and shape; Superalloys; Tribology; Annealing twins; Austenitic alloys; Boundary migration; Boundary misorientations; Discontinuous dynamic recrystallization; EBSD; Formation mechanism; Grain refinement mechanism; Dynamic recrystallization
Bubble nucleation in superhydrophobic microchannels due to subcritical heating,Aluminum; Aspect ratio; Flow rate; Glass; Heat convection; Heat transfer; Laminar flow; Mass transfer; Microchannels; Nucleation; Surface properties; Thermocouples; Boiling temperature; Bubble nucleation; High aspect ratio; Super-hydrophobic surfaces; Superhydrophobic; Temperature profiles; Transport dynamics; Volumetric flow rate; Hydrophobicity
Measuring User Perceptions of Popular Transportation Project Delivery Methods Using Least Significant Difference Intervals and Multiple Range Tests,Costs; Motivation; Project management; Risk assessment; Risk perception; Alternative project delivery methods; Body of knowledge; Construction manager; Least significant differences; Project delivery method; Schedule performance; Transportation projects; User perceptions; Cost benefit analysis
Optimized ARROW-Based MMI Waveguides for High Fidelity Excitation Patterns for Optofluidic Multiplexing,Dielectric waveguides; Emission spectroscopy; Fluorescence; Fluorescence spectroscopy; Integrated optics; Multiplexing; Optical fibers; Antiresonant reflecting optical waveguides; Excitation pattern; Multi-mode interference; Multi-mode waveguides; Optical throughput; Optofluidic biosensor; Rib waveguides; Simultaneous identification; Waveguides
Membrane-Enhanced Lamina Emergent Torsional Joints for Surrogate Folds,Degrees of freedom (mechanics); Mechanisms; Bricard linkages; Lamina emergent mechanisms; Mechanical device; Multi degrees of freedom; Parasitic motion; Planar fabrication; Planar material; Spherical mechanisms; Compliant mechanisms
High-Strength Concrete Masonry Walls under Concentric and Eccentric Loadings,Axial compression; Concrete construction; Grouting; High performance concrete; Mortar; Prisms; Retaining walls; Stress analysis; Walls (structural partitions); Axial compressive load; Compression strength; Deformation properties; Eccentric loading; Flexural compression; High strength concretes; Out of plane loads; Out-of-plane bending; Compressive strength
Inverse piezoresistive nanocomposite sensors for identifying human sitting posture,"Gravitation; Inverse problems; Network layers; Neural networks; Physiological models; Strain gages; BP neural networks; Identification accuracy; Low-power consumption; Nanocomposite sensors; Physiological parameters; Simple structures; Sitting posture; Three layer BP neural network; Nanocomposites; nanocomposite; adult; artificial neural network; body position; chemistry; female; genetic procedures; human; male; middle aged; movement (physiology); physiologic monitoring; physiology; procedures; young adult; Adult; Biosensing Techniques; Female; Humans; Male; Middle Aged; Monitoring, Physiologic; Movement; Nanocomposites; Neural Networks (Computer); Posture; Young Adult"
Shaping and Forming of Advanced High Strength Steels,
Volumetric displays,
Systems analysis of EV adoption and criteria pollutant accumulation during inversion events,
ENIGMA military brain injury: A coordinated meta-analysis of diffusion MRI from multiple cohorts,Blasting; Brain; Diffusion; Diseases; Neuroimaging; Diffusion magnetic resonance imaging; Diffusion mris; ENIGMA; Individual Differences; Military; Neuroimaging genetics; Posttraumatic stress disorder; Traumatic Brain Injuries; Magnetic resonance imaging
"Midtarsal locking, the windlass mechanism, and running strike pattern: A kinematic and kinetic assessment",Energy transfer; Joints (anatomy); Kinematics; Kinetics; Stiffness; Windlasses; Forefoot strike; Metatarsophalangeal joints; Mid-foot; Multi-segment foot; Rearfoot; Locks (fasteners); adult; Article; female; forefoot strike; gait; human; human experiment; kinematics; kinetics; metatarsophalangeal joint; midtarsal locking; normal human; priority journal; rearfoot strike; rigidity; running strike pattern; windlass mechanism; biomechanics; foot joint; physiology; running; young adult; Adult; Biomechanical Phenomena; Female; Foot Joints; Humans; Kinetics; Running; Young Adult
Noise reduction techniques in fiber optic sensors,Electric field measurement; Electric fields; Fiber amplifiers; Fiber Bragg gratings; Fiber optics; Fibers; Noise abatement; Optical signal processing; Phase modulation; Rail guns; Sensor networks; Signal to noise ratio; Differential sensors; Electromagnetic rail guns; High-pressure and temperatures; Interference noise; Multiple noise sources; Noise reduction technique; Optical phase modulation; Test and evaluation; Fiber optic sensors
Fabrication of High Aspect Ratio Millimeter-Tall Free-Standing Carbon Nanotube-Based Microelectrode Arrays,Amines; Aspect ratio; Cyclic voltammetry; Electric conductivity; Microanalysis; Microelectrodes; Microfabrication; Yarn; Electrical conductivity; Electrochemical measurements; Electrochemical response; Mechanical robustness; Micro-fabrication techniques; Microelectrode array; Neural probes; Phosphate buffered saline solutions; Carbon nanotubes; carbon nanotube; dopamine; paraquat; phosphate buffered saline; Article; cyclic potentiometry; electric conductance; electric conductivity; microtechnology; priority journal
A bi-directional interface for improved interaction with engineering models in virtual reality design reviews,Computer aided engineering; Computer aided language translation; Decision making; Engine cylinders; Machine design; Virtual reality; Data translations; Design understanding; Engineering data; Engineering design; Engineering models; Four cylinder engine; Model interaction; User experiments; Computer aided design
Non-dimensional modeling of the effects of weld parameters on peak temperature and cooling rate in friction stir welding,Aluminum alloys; Friction; Friction stir welding; Heat affected zone; Research laboratories; Stainless steel; Tribology; Welding; Welds; Dimensional analysis; Pi theorem; Rosenthal equation; Thermal model; Weld parameters; Cooling
Isogeometric Bézier dual mortaring: Refineable higher-order spline dual bases and weakly continuous geometry,Degrees of freedom (mechanics); Extraction; Geometry; Mortar; Bench-mark problems; Convergence rates; Isogeometric analysis; Mortar methods; Patch models; Solution strategy; Spline space; Weak continuity; Interpolation
Estimated Time of Restoration (ETR) Guidance for Electric Distribution Networks,
Effect of environmental and material factors on the response of nanocomposite foam impact sensors,Nanocomposites; Testing; Correction algorithms; Humidity and temperatures; impact; Material degradation; Multi-functional materials; multifunctional; Self-sensing; Signal drift; Foams
Low Temperature Oxidative Dehydrogenation of Ethane by Ce-Modified NiNb Catalysts,Binary alloys; Catalysts; Cerium; Cerium oxide; Dehydrogenation; Ethane; Ethylene; Nickel oxide; Niobium alloys; Temperature; Active site; Deep oxidation; Ethylene production; Low temperatures; Nickel catalyst; Oxidative dehydrogenation catalysts; Oxidative dehydrogenation of ethanes; Temperature range; Low temperature production
Evans function computation for the stability of travelling waves,Convergence of numerical methods; Eigenvalues and eigenfunctions; Mathematical operators; Spectrum analysis; Wave transmission; Bifurcation points; Computational aspects; Eigenvalue equations; Evans function; Linearized operators; Loss of stability; Spectral stability; Travelling waves; Stability
Scalable fabric tactile sensor arrays for soft bodies,Crosstalk; Construction design; Flexible tactile sensors; Manufacturability; Rigid substrates; scalable; Soft robot; Soft-bodies; Tactile sensor array; Robots
Effectiveness of an Immersive Virtual Environment for Collaboration with Gesture Support Using Low-Cost Hardware,Computer aided design; Costs; Hardware; Video conferencing; Virtual reality; Collaboration Tool; Collaborative environments; Computer-aided design software; Expensive hardware; Immersive virtual environments; Remote collaboration; Three-dimensional (3D) information; Two Dimensional (2 D); Computer hardware
Antireflective light-blocking layers using a liquid top matte coating,Coatings; Light; Light scattering; Optics; Thin films; Anti-reflective; Blocking layers; High temperature; Light couplings; Reflection of light; Thin film layers; Light transmission
Vertical electrical impedance testing of a concrete bridge deck using a rolling probe,Bridge decks; Chlorine compounds; Concrete bridges; Concrete testing; Concretes; Electric impedance; Electric impedance measurement; Probes; Chloride concentrations; Cover depth; Electrical impedance; Half-cell potential; Impedance measurement; Spatial resolution; Electric variables measurement
Rigidly foldable quadrilateral meshes from angle arrays,Degrees of freedom (mechanics); Linear programming; Architectural facades; Design technique; Direction angle; Furniture design; Linear programming problem; Quadrilateral meshes; Single degree of freedoms; Vertex coordinates; Rigidity
Toward a Universal Social Impact Metric for Engineered Products That Alleviate Poverty,Developing countries; Engineered products; Field measurement; Financial success; Impact metric; Quality of life; Social impact; Standard of living; United nations development programme; Economic and social effects
Dual-wavelength reflectance spectroscopy of the superior vena cava: A method for placing central venous catheters at the cavoatrial junction,"Infrared devices; Lasers; Optical fibers; atrium; cavoatrial junction; PICC; stylet; Superior vena cava; Catheters; animal; central venous catheter; heart atrium; pig; spectroscopy; superior cava vein; Animals; Central Venous Catheters; Heart Atria; Spectrum Analysis; Swine; Vena Cava, Superior"
Investigating the safety impact of roadway network features of suburban arterials in Shanghai,"Land use; Motor transportation; Roads and streets; Traffic control; Traffic signals; Conditional autoregressive; Road network; Safety modeling; Signal density; Suburban arterials; Transportation; Bayes theorem; China; city; environmental planning; human; prevention and control; safety; statistical model; suburban population; traffic accident; Accidents, Traffic; Bayes Theorem; China; Cities; Environment Design; Humans; Models, Statistical; Safety; Suburban Population"
Information geometry for model identification and parameter estimation in renewable energy - DFIG plant case,Computational geometry; Controllers; Dynamic loads; Electric power systems; Geometry; Identification (control systems); Machine components; Two term control systems; Wind power; Differential geometry; Doubly Fed Induction generators (DFIG); High-quality measurements; Information geometry; Model identification; Proportional integral controllers; Renewable energies; System identification procedure; Asynchronous generators
Predicting the maximum endurance time for left-side bridge exercise using machine learning methods and hybrid data,Decision trees; Forecasting; Health; Mean square error; Physiological models; Radial basis function networks; Surveys; 10-fold cross-validation; Endurance time; Generalized Regression Neural Network(GRNN); Machine learning methods; Multi-layer feed forward; Multiple correlation coefficients; Questionnaire data; Radial basis function neural networks; Learning systems
CrsRecs: A personalized course recommendation system for college students,Quality control; Recommender systems; Sentiment analysis; College students; Empirical studies; Hybrid techniques; Learning Style; Personalized course; Potential course; State of the art; Topic analysis; Students
Using tripartite graphs to make long tail recommendations,Factorization; Markov processes; Recommender systems; Bipartite graphs; Long tail; Matrix factorizations; Nearest neighbors; Niche products; Random walkers; State of the art; Tripartite graphs; Graph theory
Texture mediated grain boundary network design in three dimensions,Grain boundaries; Microstructure; Polycrystalline materials; Crystallographic textures; Grain boundary engineering; Grain boundary network; Microstructure design; Triple junction; Materials properties
Lab-scale observations of flame attachment on slopes with implications for firefighter safety zones,Fire extinguishers; Fire fighting equipment; Fire protection; Fires; Heptane; Ambient fluids; Coanda effects; Dimensional analysis; Flame attachment on slopes; Quiescent fluid; Rugged terrain; Separation distances; Small-scale experiment; Heat flux
Swarm Transparency,Human computer interaction; Man machine systems; Transparency; Emergent behaviors; Key elements; Real-world; Robotic swarms; swarms; Human robot interaction
"Geotechnical extreme-event reconnaissance (GEER) investigation to the 2016 Mw 6.0, Mw 6.2 and Mw 7.0 Kumamoto Japan Earthquakes",Embankments; Faulting; Landslides; Levees; Liquefaction; Optical radar; Rivers; Soil liquefaction; Soils; Cultural heritages; Infrastructure; Japan earthquakes; Liquefaction-induced damage; National Science Foundations; River embankments; Roads and highways; Structure from motion; Earthquakes; earthquake damage; earthquake event; earthquake magnitude; earthquake rupture; extreme event; lidar; liquefaction; Japan; Kumamoto; Kyushu
"3D printed high density, reversible, chip-to-chip microfluidic interconnects","Article; density; microfluidics; miniaturization; pressure; priority journal; surface property; three dimensional printing; devices; equipment design; microfluidic analysis; Equipment Design; Microfluidic Analytical Techniques; Printing, Three-Dimensional"
The Locational Impact of Site-Specific PEGylation: Streamlined Screening with Cell-Free Protein Expression and Coarse-Grain Simulation,"enzyme variant; lysozyme; macrogol; protein; solvent; recombinant protein; viral protein; Article; cell free system; chemical modification; coarse grain simulation; comparative study; conjugation; controlled study; PEGylation; priority journal; protein expression; protein stability; protein synthesis; screening; simulation; thermostability; biological model; biosynthesis; blood; cell free system; chemistry; Enterobacteria phage T4; enzymology; Escherichia coli; gene expression; genetics; Bacteriophage T4; Cell-Free System; Escherichia coli; Gene Expression; Models, Biological; Muramidase; Polyethylene Glycols; Recombinant Proteins; Viral Proteins"
Architecture exploration for HLS-oriented FPGA debug overlays,Computer debugging; Flexible electronics; High level synthesis; Integrated circuit design; Logic gates; Memory architecture; Program debugging; Signal receivers; Architectural support; Architecture exploration; Area overhead; Buffer memory; In-system debug; Recompilation; Source codes; Turn-arounds; Field programmable gate arrays (FPGA)
Computational Modeling of Wound Suture: A Review,"Biomedical engineering; Computation theory; Computational methods; Finite element method; Numerical models; Robotics; Skin; Surgery; Computational model; Load modeling; Solid model; Suture; Two-dimensional displays; Wound closure; Wounds; Robotic surgery; biomechanics; computer simulation; finite element analysis; human; practice guideline; Review; robot assisted surgery; stress strain relationship; suture technique; wound; biological model; computer simulation; education; finite element analysis; robotic surgical procedure; suture technique; Computer Simulation; Finite Element Analysis; Humans; Models, Biological; Robotic Surgical Procedures; Suture Techniques"
A dual sensor selective for Hg2+ and cysteine detection,Amino acids; Aromatic compounds; Color; Colorimetry; Metal ions; Metals; Color changes; Colorimetric sensors; Dual sensor; HOMO-LUMO transitions; Limit of detection; Pyrimidine; Sensor molecules; Visible light; Mercury (metal)
Hybrid power system state estimation with irregular sampling,Extended Kalman filters; Phase measurement; State estimation; Delay; Hybrid power systems; Irregular sampling; Phasor Measurement Unit (PMU); Power system state estimation; Random communication delay; SCADA measurements; State Estimators; Phasor measurement units
On the well-posedness of LTI networks,Invariance; Complex variable; Ill posed; Network configuration; Time invariant systems; Wellposedness; Rational functions
Necessary and sufficient conditions for identifiability of interconnected subsystems,Control system analysis; Linear transformations; Dynamical structure; Identifiability; Identifiability conditions; Input-output data; Interconnected subsystems; Linear Fractional Transformations; Partial systems; Mathematical transformations
Local control and estimation performance in dynamical networks: Structural and graph-theoretic results,Graph theory; Observability; Dynamical networks; Estimation performance; Graph-theoretic; Local control; Remote measurement; Source estimation; Structural insights; Target reachability; Network security
A comparative analysis of computer-aided design team performance with collaboration software,Computer aided analysis; Computer software; Computer supported cooperative work; Collaboration software; Collaborative design; Comparative analysis; Computer aided designs (CAD); Engineering process; Future research directions; Group dynamics; Multi-user; Computer aided design
Materials selection of flexible open-cell foams in energy absorption applications,Foams; Materials testing; Sports; Ashby methods; Energy absorption materials; Experimental approaches; Football helmet; Impact scenarios; Materials selection; Specific energy absorption; Stress-strain response; Energy absorption
"Grain structure evolution, grain boundary sliding and material flow resistance in friction welding of Alloy 718",Axial flow; Crystal microstructure; Crystallization; Dynamic recrystallization; Friction; Friction welding; Grain boundaries; Grain size and shape; Recrystallization (metallurgy); Superalloys; Tribology; Welding; Welds; Axial forces; Distribution of grains; EBSD; Low angle grain boundaries; Power; Process fundamentals; Recrystallization and grain boundaries; Rotary friction welding; Grain boundary sliding
Hybrid state transactional database for product lifecycle management features in a multi-engineer synchronous heterogeneous CAD environment,Computer aided design; Database systems; Interoperability; Product design; Canonical form; Computer aided design systems; Configuration management; Heterogeneous CAD; Multi-user; Product life cycle management; Referential integrity; Transactional database; Life cycle
Moment method analysis of a reconfigurable OTA reverberation chamber,Monopole antennas; Numerical methods; Reverberation; Determining modes; Ewald's method; Highly accurate; Method analysis; Numerical computations; Reconfigurable; Rectangular cavity; Reverberation chambers; Method of moments
Rapid visualization of compressor blade finite element models using surrogate modeling,Compressors; Fuel additives; Iterative methods; Mesh generation; Structural design; Turbomachinery; Compressor blades; Design process; Distinct points; Mesh morphing; Relative location; Structural response; Surrogate model; Training sample; Finite element method
Development of a vortex particle code for the modeling of wake interaction in distributed propulsion,Aerodynamics; Aircraft; Electric vehicles; Propellers; Propulsion; Wakes; Distributed propulsions; Early design stages; Electric aircrafts; Fidelity modeling; Theoretical values; Viscous vortex particles; Vortex particle method; Wake interactions; Vortex flow
Evaluation of curve fitting techniques for estimating time of surcharge release in embankment construction over soft soils,Consolidation; Difference equations; Embankments; Office buildings; Soils; Curve fitting technique; Different stages; Embankment construction; Instrumentation installation; Primary consolidation; Project communications; Project schedules; Subsurface layer; Curve fitting
Multidisciplinary design optimization of flexible solar-regenerative high-altitude long-endurance aircraft,Aerodynamic stability; Aerodynamic stalling; Aviation; Buckling; Carbon fiber reinforced plastics; Complex networks; Control nonlinearities; Design aids; Economic and social effects; Electric batteries; Fiber reinforced plastics; Structural dynamics; General stabilities; High altitude long endurances; High modulus carbon fiber; Longitudinal stability; Material failures; Mission requirements; Multidisciplinary design optimization; Nonlinear aeroelasticity; Aircraft
Distributed electric propulsion effects on traditional aircraft through multidisciplinary optimization,Aviation; Conceptual design; Electric propulsion; Lift; Nonlinear programming; Structural dynamics; Vortex flow; Alternative designs; Blade-element momentum methods; Distributed propulsions; Electric aircrafts; Multi-disciplinary optimizations; Non-linear optimization; Propulsion technology; Vortex lattice method; Propellers
Mixing plane simulation of a high-performance fan using kestrel,Aviation; Fixed wings; Gas turbines; Machine design; Acquisition process; Acquisition tools; Air Force Research lab; Aircraft acquisitions; Computational researches; Department of Defense; Mixing-plane method; Operating condition; Mixing
Practical Superdirectivity with Resonant Screened Apertures Motivated by a Poynting Streamlines Analysis,Antennas; Aspect ratio; Bandwidth; Dipole antennas; Electromagnetic waves; Receiving antennas; Aperture antennas; Effective area; Poynting streamlines; Shape; Superdirectivity; Horn antennas
The secure socket API: TLS as an operating system service,Open source software; Open systems; Seebeck effect; Control applications; Line of codes; Network applications; Network functions; Network systems; Secure sockets; System administrators; System services; Network security
3D printed microfluidic selectable ratio mixer pump in 2 mm3,Actuators; Microsystems; Mixers (machinery); Pumps; Solid-state sensors; 3-D printing; Fluid channels; Fluid sources; Mixed fluids; Mixing units; Two-pump; 3D printers
Sediment management in U.S. reservoirs: Challenges and progress [Gestion des sédiments dans les retenues américaines: Défis et progrès],Dams; Environmental regulations; Human resource management; Laws and legislation; Personnel training; Reservoir management; Reservoirs (water); Rivers; Sedimentation; Advisory committee; Deposited sediments; Reservoir capacity; Reservoir sediments; Sediment management; Sediment management plans; U.s. bureau of reclamations; Water informations; Sediments
Thermal diffusivity measurements with fluorescent scanning microscope,
Open source computational photonics toolbox,Computation theory; Deep learning; Linear systems; Photonics; Individual components; Integrated photonics; Large circuits; Open sources; Simulation environment; Open systems
Progress on photophoretic trap displays,Anisotropic scattering; Image points
Demonstration of interference pattern structured illumination imaging,Depth of field; Field of views; Imaging lens; Imaging method; Interference fringe; Interference patterns; Single pixel; Structured illumination
Using instagram to increase student engagement with design history,Curricula; History; Product design; Course structure; Cultural awareness; Cultural impacts; Design Education; Higher order thinking skills; Participatory learning; Student assignments; Student engagement; Students
Increasing the educational impact following a field study programme,Product design; Surveys; Applied learning; Design Education; Experiential learning; Field trips; Pedagogy; Students
Information reduction and studio project frameworks,Abstracting; Education computing; Image segmentation; Problem solving; Product design; Studios; Chunking; Complex problem solving; Conceptual understanding; Educational experiences; Frameworks; Information overloads; Information reduction; Insight; Students
GEESE: Grammatical evolution algorithm for evolution of swarm behaviors,
Modeling and using secondary taste terms,
