TitleID,Authors,Title,Source title,Proceeding,Volume,Paper Area,Type,Conference Type,Paper Type,Approval,Chair_or_Editor1,Chair_or_Editor2
506,"Clarke K.D., Hovanski Y., Coughlin D.R., Carsley J.E.",Shaping and Forming of Advanced High Strength Steels,IEEE Transactions on Antennas and Propagation,,70,Databases,Journal,,Short Paper,Yes,Editor 1,Editor 2
507,"Smalley D., Poon T.C., Gao H., Kvavle J., Qaderi K.",Volumetric displays,Optics InfoBase Conference Papers,29,,Machine learning,Conference,Symposium,Short Paper,Yes,Chair 3,Chair 4
508,"Christensen C., Willey L., Vasquez D., Salmon J.L.",Systems analysis of EV adoption and criteria pollutant accumulation during inversion events,International Journal of Heat and Mass Transfer,,154,Machine learning,Journal,,Short Paper,Yes,Editor 5,Editor 6
509,"Dennis E.L., Wilde E.A., Newsome M.R., Scheibel R.S., Troyanskaya M., Velez C., Wade B.S.C., Drennon A.M., York G.E., Bigler E.D., Abildskov T.J., Taylor B.A., Jaramillo C.A., Eapen B., Belanger H., Gupta V., Morey R., Haswell C., Levin H.S., Hinds S.R., Walker W.C., Thompson P.M., Tate D.F.",ENIGMA military brain injury: A coordinated meta-analysis of diffusion MRI from multiple cohorts,IEEE Transactions on Antennas and Propagation,,2018-April,Blasting; Brain; Diffusion; Diseases; Neuroimaging; Diffusion magnetic resonance imaging; Diffusion mris; ENIGMA; Individual Differences; Military; Neuroimaging genetics; Posttraumatic stress disorder; Traumatic Brain Injuries; Magnetic resonance imaging; Machine learning,Journal,,Short Paper,Yes,Editor 1,Editor 2
510,"Bruening D.A., Pohl M.B., Takahashi K.Z., Barrios J.A.","Midtarsal locking, the windlass mechanism, and running strike pattern: A kinematic and kinetic assessment",Optics InfoBase Conference Papers,,,Energy transfer; Joints (anatomy); Kinematics; Kinetics; Stiffness; Windlasses; Forefoot strike; Metatarsophalangeal joints; Mid-foot; Multi-segment foot; Rearfoot; Locks (fasteners); adult; Article; female; forefoot strike; gait; human; human experiment; kinematics; kinetics; metatarsophalangeal joint; midtarsal locking; normal human; priority journal; rearfoot strike; rigidity; running strike pattern; windlass mechanism; biomechanics; foot joint; physiology; running; young adult; Adult; Biomechanical Phenomena; Female; Foot Joints; Humans; Kinetics; Running; Young Adult,Conference,Symposium,Poster,No,Chair 3,Chair 4
511,"Seng F., Stan N., King R., Schultz S.",Noise reduction techniques in fiber optic sensors,IEEE Transactions on Antennas and Propagation,,124,Electric field measurement; Electric fields; Fiber amplifiers; Fiber Bragg gratings; Fiber optics; Fibers; Noise abatement; Optical signal processing; Phase modulation; Rail guns; Sensor networks; Signal to noise ratio; Differential sensors; Electromagnetic rail guns; High-pressure and temperatures; Interference noise; Multiple noise sources; Noise reduction technique; Optical phase modulation; Test and evaluation; Fiber optic sensors; Databases,Journal,,Full Paper,Yes,Editor 1,Editor 2
512,"Chen G., Dodson B., Hedges D.M., Steffensen S.C., Harb J.N., Puleo C., Galligan C., Ashe J., Vanfleet R.R., Davis R.C.",Fabrication of High Aspect Ratio Millimeter-Tall Free-Standing Carbon Nanotube-Based Microelectrode Arrays,Proceedings of SPIE - The International Society for Optical Engineering,4,,Amines; Aspect ratio; Cyclic voltammetry; Electric conductivity; Microanalysis; Microelectrodes; Microfabrication; Yarn; Electrical conductivity; Electrochemical measurements; Electrochemical response; Mechanical robustness; Micro-fabrication techniques; Microelectrode array; Neural probes; Phosphate buffered saline solutions; Carbon nanotubes; carbon nanotube; dopamine; paraquat; phosphate buffered saline; Article; cyclic potentiometry; electric conductance; electric conductivity; microtechnology; priority journal; Databases,Conference,Expert Group,Poster,Yes,Chair 5,Chair 6
513,"Freeman I., Salmon J., Coburn J.",A bi-directional interface for improved interaction with engineering models in virtual reality design reviews,Proceedings of SPIE - The International Society for Optical Engineering,,,Computer aided engineering; Computer aided language translation; Decision making; Engine cylinders; Machine design; Virtual reality; Data translations; Design understanding; Engineering data; Engineering design; Engineering models; Four cylinder engine; Model interaction; User experiments; Computer aided design; Databases,Conference,Expert Group,Poster,No,Chair 5,Chair 6
514,"Stringham B.J., Nelson T.W., Sorensen C.D.",Non-dimensional modeling of the effects of weld parameters on peak temperature and cooling rate in friction stir welding,Proceedings of SPIE - The International Society for Optical Engineering,255,,Aluminum alloys; Friction; Friction stir welding; Heat affected zone; Research laboratories; Stainless steel; Tribology; Welding; Welds; Dimensional analysis; Pi theorem; Rosenthal equation; Thermal model; Weld parameters; Cooling,Conference,Expert Group,Short Paper,Yes,Chair 5,Chair 6
515,"Zou Z., Scott M.A., Borden M.J., Thomas D.C., Dornisch W., Brivadis E.",Isogeometric Bézier dual mortaring: Refineable higher-order spline dual bases and weakly continuous geometry,Geotechnical Special Publication,,333,Degrees of freedom (mechanics); Extraction; Geometry; Mortar; Bench-mark problems; Convergence rates; Isogeometric analysis; Mortar methods; Patch models; Solution strategy; Spline space; Weak continuity; Interpolation; Databases,Journal,,Full Paper,Yes,Editor 7,Editor 8
516,"Wanik D., Anagnostou E., Hartman B., Layton T.",Estimated Time of Restoration (ETR) Guidance for Electric Distribution Networks,Geotechnical Special Publication,,15,Databases,Journal,,Short Paper,Yes,Editor 7,Editor 8
517,"Bird E., Merrell J., Rosquist P., Martineau A., Bowden A., Seeley M., Fullwood D.",Effect of environmental and material factors on the response of nanocomposite foam impact sensors,IEEE Transactions on Nuclear Science,,27,Nanocomposites; Testing; Correction algorithms; Humidity and temperatures; impact; Material degradation; Multi-functional materials; multifunctional; Self-sensing; Signal drift; Foams; Natural language processing,Journal,,Demo Paper,Yes,Editor 3,Editor 4
518,"Park J.L., Balijepalli S.K., Argyle M.D., Stowers K.J.",Low Temperature Oxidative Dehydrogenation of Ethane by Ce-Modified NiNb Catalysts,Proceedings of SPIE - The International Society for Optical Engineering,57,,Binary alloys; Catalysts; Cerium; Cerium oxide; Dehydrogenation; Ethane; Ethylene; Nickel oxide; Niobium alloys; Temperature; Active site; Deep oxidation; Ethylene production; Low temperatures; Nickel catalyst; Oxidative dehydrogenation catalysts; Oxidative dehydrogenation of ethanes; Temperature range; Low temperature production,Conference,Expert Group,Demo Paper,Yes,Chair 5,Chair 6
519,"Barker B., Humpherys J., Lyng G., Lytle J.",Evans function computation for the stability of travelling waves,Proceedings of the International Telemetering Conference,376,,Convergence of numerical methods; Eigenvalues and eigenfunctions; Mathematical operators; Spectrum analysis; Wave transmission; Bifurcation points; Computational aspects; Eigenvalue equations; Evans function; Linearized operators; Loss of stability; Spectral stability; Travelling waves; Stability,Conference,Regular Conference,Full Paper,Yes,Chair 9,Chair 10
520,"Day N., Penaloza J., Santos V.J., Killpack M.D.",Scalable fabric tactile sensor arrays for soft bodies,IEEE Transactions on Nuclear Science,,28,Crosstalk; Construction design; Flexible tactile sensors; Manufacturability; Rigid substrates; scalable; Soft robot; Soft-bodies; Tactile sensor array; Robots,Journal,,Short Paper,Yes,Editor 3,Editor 4
521,"Coburn J.Q., Salmon J.L., Freeman I.",Effectiveness of an Immersive Virtual Environment for Collaboration with Gesture Support Using Low-Cost Hardware,Optics InfoBase Conference Papers,140,,Computer aided design; Costs; Hardware; Video conferencing; Virtual reality; Collaboration Tool; Collaborative environments; Computer-aided design software; Expensive hardware; Immersive virtual environments; Remote collaboration; Three-dimensional (3D) information; Two Dimensional (2 D); Computer hardware; Databases,Conference,Symposium,Full Paper,Yes,Chair 3,Chair 4
522,"Hamblin M., Downing T., Anderson S., Hamilton E., Kim D., Hawkins A.",Antireflective light-blocking layers using a liquid top matte coating,Geotechnical Special Publication,,17,Coatings; Light; Light scattering; Optics; Thin films; Anti-reflective; Blocking layers; High temperature; Light couplings; Reflection of light; Thin film layers; Light transmission; Databases,Journal,,Full Paper,Yes,Editor 7,Editor 8
523,"Guthrie W.S., Baxter J.S., Mazzeo B.A.",Vertical electrical impedance testing of a concrete bridge deck using a rolling probe,Proceedings of the ASME Design Engineering Technical Conference,,,Bridge decks; Chlorine compounds; Concrete bridges; Concrete testing; Concretes; Electric impedance; Electric impedance measurement; Probes; Chloride concentrations; Cover depth; Electrical impedance; Half-cell potential; Impedance measurement; Spatial resolution; Electric variables measurement; Databases,Conference,Regular Conference,Demo Paper,No,Chair 1,Chair 2
524,"Lang R.J., Howell L.",Rigidly foldable quadrilateral meshes from angle arrays_1,Proceedings of SPIE - The International Society for Optical Engineering,10,,Degrees of freedom (mechanics); Linear programming; Architectural facades; Design technique; Direction angle; Furniture design; Linear programming problem; Quadrilateral meshes; Single degree of freedoms; Vertex coordinates; Rigidity; Databases,Conference,Expert Group,Short Paper,Yes,Chair 5,Chair 6
525,"Stevenson P.D., Mattson C.A., Bryden K.M., Maccarty N.A.",Toward a Universal Social Impact Metric for Engineered Products That Alleviate Poverty,Proceedings of the ASME Design Engineering Technical Conference,140,,Developing countries; Engineered products; Field measurement; Financial success; Impact metric; Quality of life; Social impact; Standard of living; United nations development programme; Economic and social effects; Databases,Conference,Regular Conference,Full Paper,Yes,Chair 1,Chair 2
526,"Stringer B.J., Shumway S.B., Holbrook M.D., Copeland C.G., Gosch A.A., Kück K.",Dual-wavelength reflectance spectroscopy of the superior vena cava: A method for placing central venous catheters at the cavoatrial junction,Proceedings of the ASME Design Engineering Technical Conference,11,,"Infrared devices; Lasers; Optical fibers; atrium; cavoatrial junction; PICC; stylet; Superior vena cava; Catheters; animal; central venous catheter; heart atrium; pig; spectroscopy; superior cava vein; Animals; Central Venous Catheters; Heart Atria; Spectrum Analysis; Swine; Vena Cava, Superior",Conference,Regular Conference,Full Paper,Yes,Chair 1,Chair 2
527,"Wang X., Yuan J., Schultz G.G., Fang S.",Investigating the safety impact of roadway network features of suburban arterials in Shanghai,Optics InfoBase Conference Papers,113,,"Land use; Motor transportation; Roads and streets; Traffic control; Traffic signals; Conditional autoregressive; Road network; Safety modeling; Signal density; Suburban arterials; Transportation; Bayes theorem; China; city; environmental planning; human; prevention and control; safety; statistical model; suburban population; traffic accident; Accidents, Traffic; Bayes Theorem; China; Cities; Environment Design; Humans; Models, Statistical; Safety; Suburban Population",Conference,Symposium,Poster,Yes,Chair 3,Chair 4
528,"Sarić A.T., Transtrum M.K., Stanković A.M.",Information geometry for model identification and parameter estimation in renewable energy - DFIG plant case,Optics InfoBase Conference Papers,12,,Computational geometry; Controllers; Dynamic loads; Electric power systems; Geometry; Identification (control systems); Machine components; Two term control systems; Wind power; Differential geometry; Doubly Fed Induction generators (DFIG); High-quality measurements; Information geometry; Model identification; Proportional integral controllers; Renewable energies; System identification procedure; Asynchronous generators,Conference,Symposium,Full Paper,Yes,Chair 3,Chair 4
529,"Akay M.F., Yuksel M.C., Abut F., Tas F.M., George J.",Predicting the maximum endurance time for left-side bridge exercise using machine learning methods and hybrid data,Optics InfoBase Conference Papers,2018-January,,Decision trees; Forecasting; Health; Mean square error; Physiological models; Radial basis function networks; Surveys; 10-fold cross-validation; Endurance time; Generalized Regression Neural Network(GRNN); Machine learning methods; Multi-layer feed forward; Multiple correlation coefficients; Questionnaire data; Radial basis function neural networks; Learning systems; Natural language processing,Conference,Symposium,Full Paper,Yes,Chair 3,Chair 4
530,"Ng Y.-K., Linn J.",CrsRecs: A personalized course recommendation system for college students,"ASEE Annual Conference and Exposition, Conference Proceedings",2018-January,,Quality control; Recommender systems; Sentiment analysis; College students; Empirical studies; Hybrid techniques; Learning Style; Personalized course; Potential course; State of the art; Topic analysis; Students; Databases,Conference,Workshop,Poster,Yes,Chair 7,Chair 8
531,"Johnson J., Ng Y.-K.",Using tripartite graphs to make long tail recommendations,IEEE Transactions on Nuclear Science,,2018-January,Factorization; Markov processes; Recommender systems; Bipartite graphs; Long tail; Matrix factorizations; Nearest neighbors; Niche products; Random walkers; State of the art; Tripartite graphs; Graph theory; Natural language processing,Journal,,Demo Paper,Yes,Editor 3,Editor 4
532,"Johnson O.K., Schuh C.A.",Texture mediated grain boundary network design in three dimensions,Proceedings of SPIE - The International Society for Optical Engineering,118,,Grain boundaries; Microstructure; Polycrystalline materials; Crystallographic textures; Grain boundary engineering; Grain boundary network; Microstructure design; Triple junction; Materials properties,Conference,Expert Group,Demo Paper,Yes,Chair 5,Chair 6
533,"Gallacher J.R., Ripa B., Butler B.W., Fletcher T.H.",Lab-scale observations of flame attachment on slopes with implications for firefighter safety zones,Optics InfoBase Conference Papers,96,,Fire extinguishers; Fire fighting equipment; Fire protection; Fires; Heptane; Ambient fluids; Coanda effects; Dimensional analysis; Flame attachment on slopes; Quiescent fluid; Rugged terrain; Separation distances; Small-scale experiment; Heat flux,Conference,Symposium,Full Paper,Yes,Chair 3,Chair 4
534,"Adams J.A., Chen J.Y.C., Goodrich M.A.",Swarm Transparency,Proceedings of the International Telemetering Conference,67,,Human computer interaction; Man machine systems; Transparency; Emergent behaviors; Key elements; Real-world; Robotic swarms; swarms; Human robot interaction,Conference,Regular Conference,Full Paper,Yes,Chair 9,Chair 10
535,"Kayen R., Kokusho T., Hazarika H., Dashti S., Calderon J.R., Franke T.K., Oettle N.K., Wham B., Louis-Kayen G.P., Sitar R., Louis-Kayen N.M.","Geotechnical extreme-event reconnaissance (GEER) investigation to the 2016 Mw 6.0, Mw 6.2 and Mw 7.0 Kumamoto Japan Earthquakes",Proceedings of the ASME Design Engineering Technical Conference,19,,Embankments; Faulting; Landslides; Levees; Liquefaction; Optical radar; Rivers; Soil liquefaction; Soils; Cultural heritages; Infrastructure; Japan earthquakes; Liquefaction-induced damage; National Science Foundations; River embankments; Roads and highways; Structure from motion; Earthquakes; earthquake damage; earthquake event; earthquake magnitude; earthquake rupture; extreme event; lidar; liquefaction; Japan; Kumamoto; Kyushu; Natural language processing,Conference,Regular Conference,Full Paper,Yes,Chair 1,Chair 2
536,"Gong H., Woolley A.T., Nordin G.P.","3D printed high density, reversible, chip-to-chip microfluidic interconnects","ASEE Annual Conference and Exposition, Conference Proceedings",18,,"Article; density; microfluidics; miniaturization; pressure; priority journal; surface property; three dimensional printing; devices; equipment design; microfluidic analysis; Equipment Design; Microfluidic Analytical Techniques; Printing, Three-Dimensional; Databases",Conference,Workshop,Demo Paper,Yes,Chair 7,Chair 8
537,"Wilding K.M., Smith A.K., Wilkerson J.W., Bush D.B., Knotts T.A., Bundy B.C.",The Locational Impact of Site-Specific PEGylation: Streamlined Screening with Cell-Free Protein Expression and Coarse-Grain Simulation,Proceedings of the International Telemetering Conference,7,,"enzyme variant; lysozyme; macrogol; protein; solvent; recombinant protein; viral protein; Article; cell free system; chemical modification; coarse grain simulation; comparative study; conjugation; controlled study; PEGylation; priority journal; protein expression; protein stability; protein synthesis; screening; simulation; thermostability; biological model; biosynthesis; blood; cell free system; chemistry; Enterobacteria phage T4; enzymology; Escherichia coli; gene expression; genetics; Bacteriophage T4; Cell-Free System; Escherichia coli; Gene Expression; Models, Biological; Muramidase; Polyethylene Glycols; Recombinant Proteins; Viral Proteins; Natural language processing",Conference,Regular Conference,Short Paper,Yes,Chair 9,Chair 10
538,"Jamal A.-S., Goeders J., Wilton S.J.E.",Architecture exploration for HLS-oriented FPGA debug overlays,Proceedings of the International Telemetering Conference,2018-February,,Computer debugging; Flexible electronics; High level synthesis; Integrated circuit design; Logic gates; Memory architecture; Program debugging; Signal receivers; Architectural support; Architecture exploration; Area overhead; Buffer memory; In-system debug; Recompilation; Source codes; Turn-arounds; Field programmable gate arrays (FPGA),Conference,Regular Conference,Poster,Yes,Chair 9,Chair 10
539,"Chanda A., Ruchti T., Unnikrishnan V.",Computational Modeling of Wound Suture: A Review,International Journal of Heat and Mass Transfer,,11,"Biomedical engineering; Computation theory; Computational methods; Finite element method; Numerical models; Robotics; Skin; Surgery; Computational model; Load modeling; Solid model; Suture; Two-dimensional displays; Wound closure; Wounds; Robotic surgery; biomechanics; computer simulation; finite element analysis; human; practice guideline; Review; robot assisted surgery; stress strain relationship; suture technique; wound; biological model; computer simulation; education; finite element analysis; robotic surgical procedure; suture technique; Computer Simulation; Finite Element Analysis; Humans; Models, Biological; Robotic Surgical Procedures; Suture Techniques; Machine learning",Journal,,Demo Paper,Yes,Editor 5,Editor 6
540,"Jung J.M., Kim C., Harrison R.G.",A dual sensor selective for Hg2+ and cysteine detection,IEEE Transactions on Antennas and Propagation,,255,Amino acids; Aromatic compounds; Color; Colorimetry; Metal ions; Metals; Color changes; Colorimetric sensors; Dual sensor; HOMO-LUMO transitions; Limit of detection; Pyrimidine; Sensor molecules; Visible light; Mercury (metal),Journal,,Full Paper,Yes,Editor 1,Editor 2
541,"Stankovic A.M., Svenda V., Saric A.T., Transtrum M.K.",Hybrid power system state estimation with irregular sampling,IEEE Transactions on Antennas and Propagation,,2018-January,Extended Kalman filters; Phase measurement; State estimation; Delay; Hybrid power systems; Irregular sampling; Phasor Measurement Unit (PMU); Power system state estimation; Random communication delay; SCADA measurements; State Estimators; Phasor measurement units; Databases,Journal,,Full Paper,Yes,Editor 1,Editor 2
542,"Woodbury N., Dankers A., Warnick S.",On the well-posedness of LTI networks,Proceedings of SPIE - The International Society for Optical Engineering,2018-January,,Invariance; Complex variable; Ill posed; Network configuration; Time invariant systems; Wellposedness; Rational functions,Conference,Expert Group,Poster,Yes,Chair 5,Chair 6
543,"Chetty V., Warnick S.",Necessary and sufficient conditions for identifiability of interconnected subsystems,"ASEE Annual Conference and Exposition, Conference Proceedings",2018-January,,Control system analysis; Linear transformations; Dynamical structure; Identifiability; Identifiability conditions; Input-output data; Interconnected subsystems; Linear Fractional Transformations; Partial systems; Mathematical transformations,Conference,Workshop,Full Paper,Yes,Chair 7,Chair 8
544,"Vosughi A., Johnson C., Roy S., Warnick S., Xue M.",Local control and estimation performance in dynamical networks: Structural and graph-theoretic results,Proceedings of the ASME Design Engineering Technical Conference,2018-January,,Graph theory; Observability; Dynamical networks; Estimation performance; Graph-theoretic; Local control; Remote measurement; Source estimation; Structural insights; Target reachability; Network security,Conference,Regular Conference,Poster,Yes,Chair 1,Chair 2
545,"Eves K., Salmon J., Olsen J., Fagergren F.",A comparative analysis of computer-aided design team performance with collaboration software,"ASEE Annual Conference and Exposition, Conference Proceedings",15,,Computer aided analysis; Computer software; Computer supported cooperative work; Collaboration software; Collaborative design; Comparative analysis; Computer aided designs (CAD); Engineering process; Future research directions; Group dynamics; Multi-user; Computer aided design,Conference,Workshop,Poster,Yes,Chair 7,Chair 8
546,"Bird E.T., Bowden A.E., Seeley M.K., Fullwood D.T.",Materials selection of flexible open-cell foams in energy absorption applications,"ASEE Annual Conference and Exposition, Conference Proceedings",137,,Foams; Materials testing; Sports; Ashby methods; Energy absorption materials; Experimental approaches; Football helmet; Impact scenarios; Materials selection; Specific energy absorption; Stress-strain response; Energy absorption; Databases,Conference,Workshop,Demo Paper,Yes,Chair 7,Chair 8
547,"Liu F.C., Nelson T.W.","Grain structure evolution, grain boundary sliding and material flow resistance in friction welding of Alloy 718",IEEE Transactions on Nuclear Science,,710,Axial flow; Crystal microstructure; Crystallization; Dynamic recrystallization; Friction; Friction welding; Grain boundaries; Grain size and shape; Recrystallization (metallurgy); Superalloys; Tribology; Welding; Welds; Axial forces; Distribution of grains; EBSD; Low angle grain boundaries; Power; Process fundamentals; Recrystallization and grain boundaries; Rotary friction welding; Grain boundary sliding; Databases,Journal,,Short Paper,Yes,Editor 3,Editor 4
548,"Shumway D., Sadler J., Salmon J.L.",Hybrid state transactional database for product lifecycle management features in a multi-engineer synchronous heterogeneous CAD environment,Proceedings of the ASME Design Engineering Technical Conference,15,,Computer aided design; Database systems; Interoperability; Product design; Canonical form; Computer aided design systems; Configuration management; Heterogeneous CAD; Multi-user; Product life cycle management; Referential integrity; Transactional database; Life cycle; Machine learning,Conference,Regular Conference,Short Paper,Yes,Chair 1,Chair 2
549,"Arnold B.T., Jensen M.A.",Moment method analysis of a reconfigurable OTA reverberation chamber,International Journal of Heat and Mass Transfer,,2018,Monopole antennas; Numerical methods; Reverberation; Determining modes; Ewald's method; Highly accurate; Method analysis; Numerical computations; Reconfigurable; Rectangular cavity; Reverberation chambers; Method of moments; Databases,Journal,,Short Paper,Yes,Editor 5,Editor 6
550,"Bunnell S., Thelin C., Gorrell S., Salmon J., Ruoti C., Hepworth A.",Rapid visualization of compressor blade finite element models using surrogate modeling,Proceedings of SPIE - The International Society for Optical Engineering,7A-2018,,Compressors; Fuel additives; Iterative methods; Mesh generation; Structural design; Turbomachinery; Compressor blades; Design process; Distinct points; Mesh morphing; Relative location; Structural response; Surrogate model; Training sample; Finite element method,Conference,Expert Group,Poster,Yes,Chair 5,Chair 6
551,"Alvarez E.J., Ning A.",Development of a vortex particle code for the modeling of wake interaction in distributed propulsion,Proceedings of SPIE - The International Society for Optical Engineering,192,,Aerodynamics; Aircraft; Electric vehicles; Propellers; Propulsion; Wakes; Distributed propulsions; Early design stages; Electric aircrafts; Fidelity modeling; Theoretical values; Viscous vortex particles; Vortex particle method; Wake interactions; Vortex flow; Databases,Conference,Expert Group,Full Paper,Yes,Chair 5,Chair 6
552,Farnsworth C.,Evaluation of curve fitting techniques for estimating time of surcharge release in embankment construction over soft soils,Optics InfoBase Conference Papers,2018-April,,Consolidation; Difference equations; Embankments; Office buildings; Soils; Curve fitting technique; Different stages; Embankment construction; Instrumentation installation; Primary consolidation; Project communications; Project schedules; Subsurface layer; Curve fitting; Databases,Conference,Symposium,Full Paper,Yes,Chair 3,Chair 4
553,"McDonnell T., Mehr J., Ning A.",Multidisciplinary design optimization of flexible solar-regenerative high-altitude long-endurance aircraft,"ASEE Annual Conference and Exposition, Conference Proceedings",103,,Aerodynamic stability; Aerodynamic stalling; Aviation; Buckling; Carbon fiber reinforced plastics; Complex networks; Control nonlinearities; Design aids; Economic and social effects; Electric batteries; Fiber reinforced plastics; Structural dynamics; General stabilities; High altitude long endurances; High modulus carbon fiber; Longitudinal stability; Material failures; Mission requirements; Multidisciplinary design optimization; Nonlinear aeroelasticity; Aircraft; Machine learning,Conference,Workshop,Poster,Yes,Chair 7,Chair 8
554,"Moore K.R., Ning A.",Distributed electric propulsion effects on traditional aircraft through multidisciplinary optimization,"ASEE Annual Conference and Exposition, Conference Proceedings",140,,Aviation; Conceptual design; Electric propulsion; Lift; Nonlinear programming; Structural dynamics; Vortex flow; Alternative designs; Blade-element momentum methods; Distributed propulsions; Electric aircrafts; Multi-disciplinary optimizations; Non-linear optimization; Propulsion technology; Vortex lattice method; Propellers,Conference,Workshop,Full Paper,Yes,Chair 7,Chair 8
555,"Unrau M.A., Gorrell S.E.",Mixing plane simulation of a high-performance fan using kestrel,IEEE Transactions on Nuclear Science,,64,Aviation; Fixed wings; Gas turbines; Machine design; Acquisition process; Acquisition tools; Air Force Research lab; Aircraft acquisitions; Computational researches; Department of Defense; Mixing-plane method; Operating condition; Mixing,Journal,,Short Paper,Yes,Editor 3,Editor 4
556,"Diao J., Warnick K.F.",Practical Superdirectivity with Resonant Screened Apertures Motivated by a Poynting Streamlines Analysis,Optics InfoBase Conference Papers,66,,Antennas; Aspect ratio; Bandwidth; Dipole antennas; Electromagnetic waves; Receiving antennas; Aperture antennas; Effective area; Poynting streamlines; Shape; Superdirectivity; Horn antennas; Natural language processing,Conference,Symposium,Poster,Yes,Chair 3,Chair 4
557,"O'Neill M., Heidbrink S., Whitehead J., Perdue T., Dickinson L., Collett T., Bonner N., Seamons K., Zappala D.",The secure socket API: TLS as an operating system service,Proceedings of SPIE - The International Society for Optical Engineering,167,,Open source software; Open systems; Seebeck effect; Control applications; Line of codes; Network applications; Network functions; Network systems; Secure sockets; System administrators; System services; Network security; Machine learning,Conference,Expert Group,Demo Paper,Yes,Chair 5,Chair 6
558,"Nordin G.P., Gong H., Woolley A.T.",3D printed microfluidic selectable ratio mixer pump in 2 mm3,Proceedings of SPIE - The International Society for Optical Engineering,118,,Actuators; Microsystems; Mixers (machinery); Pumps; Solid-state sensors; 3-D printing; Fluid channels; Fluid sources; Mixed fluids; Mixing units; Two-pump; 3D printers; Machine learning,Conference,Expert Group,Poster,Yes,Chair 5,Chair 6
559,Hotchkiss R.H.,Sediment management in U.S. reservoirs: Challenges and progress [Gestion des sédiments dans les retenues américaines: Défis et progrès],Proceedings of the ASME Design Engineering Technical Conference,30,,Dams; Environmental regulations; Human resource management; Laws and legislation; Personnel training; Reservoir management; Reservoirs (water); Rivers; Sedimentation; Advisory committee; Deposited sediments; Reservoir capacity; Reservoir sediments; Sediment management; Sediment management plans; U.s. bureau of reclamations; Water informations; Sediments; Natural language processing,Conference,Regular Conference,Demo Paper,Yes,Chair 1,Chair 2
560,"Hayden S., Munro T.",Thermal diffusivity measurements with fluorescent scanning microscope,Geotechnical Special Publication,,119,Machine learning,Journal,,Short Paper,Yes,Editor 7,Editor 8
561,"Hammond A.M., Camacho R.M.",Open source computational photonics toolbox,Optics InfoBase Conference Papers,Part F114-FIO 2018,,Computation theory; Deep learning; Linear systems; Photonics; Individual components; Integrated photonics; Large circuits; Open sources; Simulation environment; Open systems; Databases,Conference,Symposium,Demo Paper,Yes,Chair 3,Chair 4
562,"Smalley D., Nygaard E., Rogers W., Gneiting S.A., Qaderi K.",Progress on photophoretic trap displays,IEEE Transactions on Antennas and Propagation,,Part F114-FIO 2018,Anisotropic scattering; Image points; Natural language processing,Journal,,Full Paper,Yes,Editor 1,Editor 2
563,"Jackson J.S., Durfee D.S.",Demonstration of interference pattern structured illumination imaging,International Journal of Heat and Mass Transfer,,Part F114-FIO 2018,Depth of field; Field of views; Imaging lens; Imaging method; Interference fringe; Interference patterns; Single pixel; Structured illumination; Machine learning,Journal,,Full Paper,Yes,Editor 5,Editor 6
564,"Cardall H., Howell B.F.",Using instagram to increase student engagement with design history,Geotechnical Special Publication,,6,Curricula; History; Product design; Course structure; Cultural awareness; Cultural impacts; Design Education; Higher order thinking skills; Participatory learning; Student assignments; Student engagement; Students,Journal,,Short Paper,Yes,Editor 7,Editor 8
565,"Larsen A., Howell B.",Increasing the educational impact following a field study programme,Proceedings of SPIE - The International Society for Optical Engineering,104,,Product design; Surveys; Applied learning; Design Education; Experiential learning; Field trips; Pedagogy; Students,Conference,Expert Group,Demo Paper,Yes,Chair 5,Chair 6
566,Fry R.,Information reduction and studio project frameworks,"ASEE Annual Conference and Exposition, Conference Proceedings",6,,Abstracting; Education computing; Image segmentation; Problem solving; Product design; Studios; Chunking; Complex problem solving; Conceptual understanding; Educational experiences; Frameworks; Information overloads; Information reduction; Insight; Students,Conference,Workshop,Poster,Yes,Chair 7,Chair 8
567,"Neupane A., Goodrich M.A., Mercer E.G.",GEESE: Grammatical evolution algorithm for evolution of swarm behaviors,Proceedings of SPIE - The International Society for Optical Engineering,3,,Databases,Conference,Expert Group,Short Paper,Yes,Chair 5,Chair 6
568,Fry R.,Modeling and using secondary taste terms,Proceedings of the International Telemetering Conference,12,,Machine learning,Conference,Regular Conference,Full Paper,Yes,Chair 9,Chair 10
569,"Nysetvold T.B., Salmon J.L.","Exploration of three dimensional, hierarchical, large scale UAV system interactions",Geotechnical Special Publication,,140,Air navigation; Antennas; Aviation; Control towers; Emergency services; Flight control systems; Free flight; Unmanned aerial vehicles (UAV); Commercial users; Conflict avoidance; Course deviations; Different layers; Human interactions; Safety and efficiencies; Stratified systems; Vertical distributions; Air traffic control,Journal,,Demo Paper,Yes,Editor 7,Editor 8
570,"Browning J.S., Saito M., Schultz G.G.",High Accuracy Achieved in Determining Lengths and Locations of Horizontal Curves Using Light Detection and Ranging Point Cloud Data,Proceedings of the ASME Design Engineering Technical Conference,33,,Curves (road); Freight transportation; Urban transportation; Crash prediction; Horizontal alignment; Horizontal curves; Light detection and ranging; Location identification; Point cloud data; Two lane two ways; Utah department of transportations; Optical radar; Machine learning,Conference,Regular Conference,Full Paper,Yes,Chair 1,Chair 2
