Source title,Year,Type,Edition,Authors_list,TitleID,Title,Decision,Approval,Reviewer,Review_Text,Who_Assign
Geotechnical Special Publication,2019,Journal,,"['Allred D.D.', ' Tilahun L.E.', ' Gabriel Richardson J.', ' Steven Turley R.']",372,Expanding the far UV range of aluminum-coated mirrors for space-based observations to reflect hydrogen Lyman lines via fluoride multilayers,1,Yes, Hawkins A.R.,Great,Editor 7
Geotechnical Special Publication,2019,Journal,,"['Allred D.D.', ' Tilahun L.E.', ' Gabriel Richardson J.', ' Steven Turley R.']",372,Expanding the far UV range of aluminum-coated mirrors for space-based observations to reflect hydrogen Lyman lines via fluoride multilayers,1,Yes, Magleby S.P.,Sound Work,Editor 8
International Journal of Heat and Mass Transfer,2019,Journal,,"['Vaughn A.B.', ' Gee K.L.', ' Swift S.H.', ' Leete K.M.', ' Wall A.T.', ' Downing J.M.', ' James M.M.']",373,Crackle-related beamforming of military jet aircraft noise,1,Yes, Fletcher T.H.,Great,Editor 6
International Journal of Heat and Mass Transfer,2019,Journal,,"['Vaughn A.B.', ' Gee K.L.', ' Swift S.H.', ' Leete K.M.', ' Wall A.T.', ' Downing J.M.', ' James M.M.']",373,Crackle-related beamforming of military jet aircraft noise,1,Yes, Zappala D.,Sound Work,Editor 5
International Journal of Heat and Mass Transfer,2019,Journal,,"['Vaughn A.B.', ' Gee K.L.', ' Swift S.H.', ' Leete K.M.', ' Wall A.T.', ' Downing J.M.', ' James M.M.']",373,Crackle-related beamforming of military jet aircraft noise,1,Yes, Seamons K.,Nice Findings,Editor 6
International Journal of Heat and Mass Transfer,2019,Journal,,"['Leete K.M.', ' Gee K.L.', ' Liu J.', ' Wall A.T.']",374,Coherence analysis of the noise from a simulated highly-heated laboratory-scale jet,0,Yes, Salmon J.L.,Not Rigorous Experiment,Editor 5
International Journal of Heat and Mass Transfer,2019,Journal,,"['Leete K.M.', ' Gee K.L.', ' Liu J.', ' Wall A.T.']",374,Coherence analysis of the noise from a simulated highly-heated laboratory-scale jet,1,Yes, Zappala D.,Nice Findings,Editor 5
International Journal of Heat and Mass Transfer,2019,Journal,,"['Leete K.M.', ' Gee K.L.', ' Liu J.', ' Wall A.T.']",374,Coherence analysis of the noise from a simulated highly-heated laboratory-scale jet,1,Yes, Rice M.,Nice Findings,Editor 6
IEEE Transactions on Antennas and Propagation,2019,Journal,,"['Vance A.', ' Eargle D.', ' Jenkins J.L.', ' Brock Kirwan C.', ' Anderson B.B.']",375,The fog of warnings: How non-essential notifications blur with security warnings,1,Yes, Magleby S.P.,Great,Editor 2
IEEE Transactions on Antennas and Propagation,2019,Journal,,"['Vance A.', ' Eargle D.', ' Jenkins J.L.', ' Brock Kirwan C.', ' Anderson B.B.']",375,The fog of warnings: How non-essential notifications blur with security warnings,1,Yes, Zappala D.,Great,Editor 1
IEEE Transactions on Antennas and Propagation,2019,Journal,,"['Vance A.', ' Eargle D.', ' Jenkins J.L.', ' Brock Kirwan C.', ' Anderson B.B.']",375,The fog of warnings: How non-essential notifications blur with security warnings,1,Yes, Hawkins A.R.,Innovative Idea,Editor 1
Proceedings of SPIE - The International Society for Optical Engineering,2019,Conference,3.0,"['Nascimento M.R.', ' Roman H.R.', ' Fonseca F.S.']",376,Testing and analysis of masonry hollow clay block prisms filled with mortar,0,Yes, Rice M.,Need Major Revision,Chair 6
Proceedings of SPIE - The International Society for Optical Engineering,2019,Conference,3.0,"['Nascimento M.R.', ' Roman H.R.', ' Fonseca F.S.']",376,Testing and analysis of masonry hollow clay block prisms filled with mortar,1,Yes, Seamons K.,Great,Chair 6
Proceedings of SPIE - The International Society for Optical Engineering,2019,Conference,3.0,"['Nascimento M.R.', ' Roman H.R.', ' Fonseca F.S.']",376,Testing and analysis of masonry hollow clay block prisms filled with mortar,1,Yes, Hawkins A.R.,Nice Findings,Chair 6
International Journal of Heat and Mass Transfer,2019,Journal,,"['Abut F.', ' Akay M.F.', ' George J.']",377,A robust ensemble feature selector based on rank aggregation for developing new VO2max prediction models using support vector machines,0,No, Magleby S.P.,Old Idea,Editor 5
International Journal of Heat and Mass Transfer,2019,Journal,,"['Abut F.', ' Akay M.F.', ' George J.']",377,A robust ensemble feature selector based on rank aggregation for developing new VO2max prediction models using support vector machines,1,No, Howell L.L.,Excellent,Editor 5
International Journal of Heat and Mass Transfer,2019,Journal,,"['Abut F.', ' Akay M.F.', ' George J.']",377,A robust ensemble feature selector based on rank aggregation for developing new VO2max prediction models using support vector machines,0,No, Schmidt H.,Old Idea,Editor 5
Geotechnical Special Publication,2019,Journal,,"['Jain A.', ' Meena G.G.', ' Stambaugh A.', ' Patterson J.L.', ' Hawkins A.R.', ' Schmidt H.']",378,Optofluidic platform with integrated optical waveguides and sample preparation for digitized detection of nucleic acid targets,1,Yes, Seamons K.,Innovative Idea,Editor 7
Geotechnical Special Publication,2019,Journal,,"['Jain A.', ' Meena G.G.', ' Stambaugh A.', ' Patterson J.L.', ' Hawkins A.R.', ' Schmidt H.']",378,Optofluidic platform with integrated optical waveguides and sample preparation for digitized detection of nucleic acid targets,1,Yes, Rice M.,Sound Work,Editor 7
Geotechnical Special Publication,2019,Journal,,"['Jain A.', ' Meena G.G.', ' Stambaugh A.', ' Patterson J.L.', ' Hawkins A.R.', ' Schmidt H.']",378,Optofluidic platform with integrated optical waveguides and sample preparation for digitized detection of nucleic acid targets,1,Yes, Ning A.,Excellent,Editor 8
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Saric A.T.', ' Transtrum M.T.', ' Stankovic A.M.']",379,Data-driven dynamic equivalents for power system areas from boundary measurements,1,Yes, Rice M.,Innovative Idea,Chair 3
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Saric A.T.', ' Transtrum M.T.', ' Stankovic A.M.']",379,Data-driven dynamic equivalents for power system areas from boundary measurements,1,Yes, Magleby S.P.,Nice Findings,Chair 3
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Saric A.T.', ' Transtrum M.T.', ' Stankovic A.M.']",379,Data-driven dynamic equivalents for power system areas from boundary measurements,0,Yes, Howell L.L.,Old Idea,Chair 4
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Yellowhorse A.D.', ' Howell L.L.']",380,Regular 2D and 3D linkage-based origami tessellations,1,Yes, Hawkins A.R.,Great,Chair 2
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Yellowhorse A.D.', ' Howell L.L.']",380,Regular 2D and 3D linkage-based origami tessellations,0,Yes, Rice M.,Need Improvement,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Yellowhorse A.D.', ' Howell L.L.']",380,Regular 2D and 3D linkage-based origami tessellations,1,Yes, Ning A.,Awesome,Chair 1
Proceedings of SPIE - The International Society for Optical Engineering,2019,Conference,3.0,"['Lang R.J.', ' Brown N.', ' Ignaut B.', ' Magleby S.', ' Howell L.']",381,Rigidly foldable thick origami using designed-offset linkages,1,No, Rice M.,Great,Chair 6
Proceedings of SPIE - The International Society for Optical Engineering,2019,Conference,3.0,"['Lang R.J.', ' Brown N.', ' Ignaut B.', ' Magleby S.', ' Howell L.']",381,Rigidly foldable thick origami using designed-offset linkages,0,No, Howell L.L.,Exist Some Problems,Chair 6
Proceedings of SPIE - The International Society for Optical Engineering,2019,Conference,3.0,"['Lang R.J.', ' Brown N.', ' Ignaut B.', ' Magleby S.', ' Howell L.']",381,Rigidly foldable thick origami using designed-offset linkages,0,No, Magleby S.P.,Need Improvement,Chair 6
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Fernquest S.', ' Palmer A.', ' Gammer B.', ' Hirons E.', ' Kendrick B.', ' Taylor A.', ' De Berker H.', ' Bangerter N.', ' Carr A.', ' Glyn-Jones S.']",382,"Compositional MRI of the Hip: Reproducibility, Effect of Joint Unloading, and Comparison of T2 Relaxometry with Delayed Gadolinium-Enhanced Magnetic Resonance Imaging of Cartilage",0,Yes, Fletcher T.H.,Need Improvement,Chair 9
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Fernquest S.', ' Palmer A.', ' Gammer B.', ' Hirons E.', ' Kendrick B.', ' Taylor A.', ' De Berker H.', ' Bangerter N.', ' Carr A.', ' Glyn-Jones S.']",382,"Compositional MRI of the Hip: Reproducibility, Effect of Joint Unloading, and Comparison of T2 Relaxometry with Delayed Gadolinium-Enhanced Magnetic Resonance Imaging of Cartilage",1,Yes, Howell L.L.,Innovative Idea,Chair 10
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Fernquest S.', ' Palmer A.', ' Gammer B.', ' Hirons E.', ' Kendrick B.', ' Taylor A.', ' De Berker H.', ' Bangerter N.', ' Carr A.', ' Glyn-Jones S.']",382,"Compositional MRI of the Hip: Reproducibility, Effect of Joint Unloading, and Comparison of T2 Relaxometry with Delayed Gadolinium-Enhanced Magnetic Resonance Imaging of Cartilage",1,Yes, Schmidt H.,Great,Chair 10
Proceedings of SPIE - The International Society for Optical Engineering,2019,Conference,3.0,"['Nelson T.G.', ' Zimmerman T.K.', ' Magleby S.P.', ' Lang R.J.', ' Howell L.L.']",383,Developable mechanisms on developable surfaces,1,Yes, Warnick K.F.,Nice Findings,Chair 6
Proceedings of SPIE - The International Society for Optical Engineering,2019,Conference,3.0,"['Nelson T.G.', ' Zimmerman T.K.', ' Magleby S.P.', ' Lang R.J.', ' Howell L.L.']",383,Developable mechanisms on developable surfaces,1,Yes, Hawkins A.R.,Awesome,Chair 5
Proceedings of SPIE - The International Society for Optical Engineering,2019,Conference,3.0,"['Nelson T.G.', ' Zimmerman T.K.', ' Magleby S.P.', ' Lang R.J.', ' Howell L.L.']",383,Developable mechanisms on developable surfaces,0,Yes, Schmidt H.,Exist Some Problems,Chair 5
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Calvin J.J.', ' Rosen P.F.', ' Ross N.L.', ' Navrotsky A.', ' Woodfield B.F.']",384,Review of surface water interactions with metal oxide nanoparticles,1,Yes, Magleby S.P.,Innovative Idea,Chair 4
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Calvin J.J.', ' Rosen P.F.', ' Ross N.L.', ' Navrotsky A.', ' Woodfield B.F.']",384,Review of surface water interactions with metal oxide nanoparticles,0,Yes, Schmidt H.,Need Improvement,Chair 3
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Calvin J.J.', ' Rosen P.F.', ' Ross N.L.', ' Navrotsky A.', ' Woodfield B.F.']",384,Review of surface water interactions with metal oxide nanoparticles,1,Yes, Seamons K.,Great,Chair 3
International Journal of Heat and Mass Transfer,2019,Journal,,"['Bohman M.', ' James B.', ' Wirthlin M.J.', ' Quinn H.', ' Goeders J.']",385,Microcontroller compiler-assisted software fault tolerance,1,Yes, Warnick K.F.,Great,Editor 5
International Journal of Heat and Mass Transfer,2019,Journal,,"['Bohman M.', ' James B.', ' Wirthlin M.J.', ' Quinn H.', ' Goeders J.']",385,Microcontroller compiler-assisted software fault tolerance,0,Yes, Fletcher T.H.,Need Major Revision,Editor 5
International Journal of Heat and Mass Transfer,2019,Journal,,"['Bohman M.', ' James B.', ' Wirthlin M.J.', ' Quinn H.', ' Goeders J.']",385,Microcontroller compiler-assisted software fault tolerance,1,Yes, Ning A.,Innovative Idea,Editor 6
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Libano F.', ' Wilson B.', ' Anderson J.', ' Wirthlin M.J.', ' Cazzaniga C.', ' Frost C.', ' Rech P.']",386,Selective hardening for neural networks in FPGAs,0,No, Hawkins A.R.,Need Improvement,Chair 3
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Libano F.', ' Wilson B.', ' Anderson J.', ' Wirthlin M.J.', ' Cazzaniga C.', ' Frost C.', ' Rech P.']",386,Selective hardening for neural networks in FPGAs,0,No, Fletcher T.H.,Need Major Revision,Chair 3
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Libano F.', ' Wilson B.', ' Anderson J.', ' Wirthlin M.J.', ' Cazzaniga C.', ' Frost C.', ' Rech P.']",386,Selective hardening for neural networks in FPGAs,1,No, Ning A.,Great,Chair 3
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Neff C.', ' Elston E.', ' Schrand A.', ' Crane N.']",387,Adhesion testing of printed inks while varying the surface treatment of polymer substrates,1,Yes, Warnick K.F.,Sound Work,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Neff C.', ' Elston E.', ' Schrand A.', ' Crane N.']",387,Adhesion testing of printed inks while varying the surface treatment of polymer substrates,1,Yes, Rice M.,Fantastic,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Neff C.', ' Elston E.', ' Schrand A.', ' Crane N.']",387,Adhesion testing of printed inks while varying the surface treatment of polymer substrates,1,Yes, Schmidt H.,Sound Work,Chair 1
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Kobayashi M.', ' Arashida Y.', ' Yamashita G.', ' Matsubara E.', ' Ashida M.', ' Johnson J.A.', ' Katayama I.']",388,High-acquisition-rate single-shot pump-probe measurement using chirped-fiber Bragg gratings,1,Yes, Howell L.L.,Great,Chair 4
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Kobayashi M.', ' Arashida Y.', ' Yamashita G.', ' Matsubara E.', ' Ashida M.', ' Johnson J.A.', ' Katayama I.']",388,High-acquisition-rate single-shot pump-probe measurement using chirped-fiber Bragg gratings,0,Yes, Rice M.,Not Rigorous Experiment,Chair 3
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Kobayashi M.', ' Arashida Y.', ' Yamashita G.', ' Matsubara E.', ' Ashida M.', ' Johnson J.A.', ' Katayama I.']",388,High-acquisition-rate single-shot pump-probe measurement using chirped-fiber Bragg gratings,1,Yes, Seamons K.,Great,Chair 3
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Lübeck A.', ' Mohamad G.', ' Fonseca F.S.', ' Milani A.S.', ' Roman H.R.']",389,Numerical analyses of mortar incorporating the variation in Poisson’s ratio with increasing axial load,0,No, Zappala D.,Need Major Revision,Chair 4
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Lübeck A.', ' Mohamad G.', ' Fonseca F.S.', ' Milani A.S.', ' Roman H.R.']",389,Numerical analyses of mortar incorporating the variation in Poisson’s ratio with increasing axial load,1,No, Hawkins A.R.,Nice Findings,Chair 3
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Lübeck A.', ' Mohamad G.', ' Fonseca F.S.', ' Milani A.S.', ' Roman H.R.']",389,Numerical analyses of mortar incorporating the variation in Poisson’s ratio with increasing axial load,0,No, Salmon J.L.,Need Major Revision,Chair 3
Proceedings of SPIE - The International Society for Optical Engineering,2019,Conference,3.0,"['Gou Y.', ' Chen G.', ' Howell L.L.']",390,A design approach to fully compliant multistable mechanisms employing a single bistable mechanism,1,Yes, Magleby S.P.,Great,Chair 5
Proceedings of SPIE - The International Society for Optical Engineering,2019,Conference,3.0,"['Gou Y.', ' Chen G.', ' Howell L.L.']",390,A design approach to fully compliant multistable mechanisms employing a single bistable mechanism,1,Yes, Seamons K.,Nice Findings,Chair 6
Proceedings of SPIE - The International Society for Optical Engineering,2019,Conference,3.0,"['Gou Y.', ' Chen G.', ' Howell L.L.']",390,A design approach to fully compliant multistable mechanisms employing a single bistable mechanism,1,Yes, Salmon J.L.,Sound Work,Chair 5
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Peterson S.', ' Stephens K.K.', ' Hughes A.', ' Purohit H.']",391,When official systems overload: A framework for finding social media calls for help during evacuations,0,Yes, Howell L.L.,Need Improvement,Chair 4
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Peterson S.', ' Stephens K.K.', ' Hughes A.', ' Purohit H.']",391,When official systems overload: A framework for finding social media calls for help during evacuations,1,Yes, Seamons K.,Sound Work,Chair 3
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Peterson S.', ' Stephens K.K.', ' Hughes A.', ' Purohit H.']",391,When official systems overload: A framework for finding social media calls for help during evacuations,1,Yes, Rice M.,Nice Findings,Chair 4
IEEE Transactions on Nuclear Science,2019,Journal,,"['Sen U.', ' Chatterjee S.', ' Crockett J.', ' Ganguly R.', ' Yu L.', ' Megaridis C.M.']",392,Orthogonal liquid-jet impingement on wettability-patterned impermeable substrates,1,Yes, Howell L.L.,Nice Findings,Editor 4
IEEE Transactions on Nuclear Science,2019,Journal,,"['Sen U.', ' Chatterjee S.', ' Crockett J.', ' Ganguly R.', ' Yu L.', ' Megaridis C.M.']",392,Orthogonal liquid-jet impingement on wettability-patterned impermeable substrates,1,Yes, Hawkins A.R.,Great,Editor 3
IEEE Transactions on Nuclear Science,2019,Journal,,"['Sen U.', ' Chatterjee S.', ' Crockett J.', ' Ganguly R.', ' Yu L.', ' Megaridis C.M.']",392,Orthogonal liquid-jet impingement on wettability-patterned impermeable substrates,1,Yes, Magleby S.P.,Fantastic,Editor 4
IEEE Transactions on Antennas and Propagation,2019,Journal,,"['Pehrson N.A.', ' Banik J.A.']",393,Folding approaches for tensioned precision planar shell structures,1,Yes, Ning A.,Great,Editor 2
IEEE Transactions on Antennas and Propagation,2019,Journal,,"['Pehrson N.A.', ' Banik J.A.']",393,Folding approaches for tensioned precision planar shell structures,1,Yes, Rice M.,Awesome,Editor 2
IEEE Transactions on Antennas and Propagation,2019,Journal,,"['Pehrson N.A.', ' Banik J.A.']",393,Folding approaches for tensioned precision planar shell structures,1,Yes, Salmon J.L.,Great,Editor 2
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Asimaki D.', ' Villa J.M.', ' Ayoubi P.', ' Franke K.', ' Hutchinson T.']",394,"Mexico City Basin Effects: Past, Present, and Future",0,Yes, Seamons K.,Exist Some Problems,Chair 4
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Asimaki D.', ' Villa J.M.', ' Ayoubi P.', ' Franke K.', ' Hutchinson T.']",394,"Mexico City Basin Effects: Past, Present, and Future",1,Yes, Salmon J.L.,Great,Chair 3
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Asimaki D.', ' Villa J.M.', ' Ayoubi P.', ' Franke K.', ' Hutchinson T.']",394,"Mexico City Basin Effects: Past, Present, and Future",1,Yes, Hawkins A.R.,Excellent,Chair 4
International Journal of Heat and Mass Transfer,2019,Journal,,"['Roxanne Hiltz S.', ' Hughes A.', ' Imran M.', ' Plotnick L.', ' Power R.', ' Turoff M.']",395,Requirements for software to support the use of social media in emergency management: A Delphi study,1,Yes, Schmidt H.,Great,Editor 6
International Journal of Heat and Mass Transfer,2019,Journal,,"['Roxanne Hiltz S.', ' Hughes A.', ' Imran M.', ' Plotnick L.', ' Power R.', ' Turoff M.']",395,Requirements for software to support the use of social media in emergency management: A Delphi study,0,Yes, Ning A.,Need Improvement,Editor 5
International Journal of Heat and Mass Transfer,2019,Journal,,"['Roxanne Hiltz S.', ' Hughes A.', ' Imran M.', ' Plotnick L.', ' Power R.', ' Turoff M.']",395,Requirements for software to support the use of social media in emergency management: A Delphi study,1,Yes, Fletcher T.H.,Awesome,Editor 5
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Hovanski Y.', ' Mishra R.', ' Sato Y.', ' Upadhyay P.', ' Yan D.']",396,Preface,1,Yes, Howell L.L.,Great,Chair 4
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Hovanski Y.', ' Mishra R.', ' Sato Y.', ' Upadhyay P.', ' Yan D.']",396,Preface,1,Yes, Seamons K.,Sound Work,Chair 3
Optics InfoBase Conference Papers,2019,Conference,3.0,"['Hovanski Y.', ' Mishra R.', ' Sato Y.', ' Upadhyay P.', ' Yan D.']",396,Preface,1,Yes, Warnick K.F.,Great,Chair 3
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Rodríguez E.', ' Bourassa M.', ' Chelton D.', ' Thomas Farrar J.', ' Long D.', ' Perkovic-Martin D.', ' Samelson R.']",397,The winds and currents mission concept,0,No, Salmon J.L.,Need Major Revision,Chair 9
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Rodríguez E.', ' Bourassa M.', ' Chelton D.', ' Thomas Farrar J.', ' Long D.', ' Perkovic-Martin D.', ' Samelson R.']",397,The winds and currents mission concept,1,No, Zappala D.,Awesome,Chair 9
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Rodríguez E.', ' Bourassa M.', ' Chelton D.', ' Thomas Farrar J.', ' Long D.', ' Perkovic-Martin D.', ' Samelson R.']",397,The winds and currents mission concept,0,No, Warnick K.F.,Need Improvement,Chair 9
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Solovjov V.P.', ' Webb B.W.', ' André F.', ' Lemonnier D.']",398,Locally correlated slw model for prediction of gas radiation in non-uniform media,1,Yes, Hawkins A.R.,Nice Findings,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Solovjov V.P.', ' Webb B.W.', ' André F.', ' Lemonnier D.']",398,Locally correlated slw model for prediction of gas radiation in non-uniform media,1,Yes, Ning A.,Excellent,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2019,Conference,3.0,"['Solovjov V.P.', ' Webb B.W.', ' André F.', ' Lemonnier D.']",398,Locally correlated slw model for prediction of gas radiation in non-uniform media,1,Yes, Magleby S.P.,Excellent,Chair 1
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Andre F.', ' Coelho F.', ' Consalvi J.-L.', ' Franca F.', ' Galtier M.', ' Nmira F.', ' Solovjov V.P.', ' Webb B.W.']",399,Accuracy of engineering methods for radiative transfer in CO2-H2O mixtures at high temperature,0,No, Ning A.,Exist Some Problems,Chair 9
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Andre F.', ' Coelho F.', ' Consalvi J.-L.', ' Franca F.', ' Galtier M.', ' Nmira F.', ' Solovjov V.P.', ' Webb B.W.']",399,Accuracy of engineering methods for radiative transfer in CO2-H2O mixtures at high temperature,0,No, Hawkins A.R.,Old Idea,Chair 9
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Andre F.', ' Coelho F.', ' Consalvi J.-L.', ' Franca F.', ' Galtier M.', ' Nmira F.', ' Solovjov V.P.', ' Webb B.W.']",399,Accuracy of engineering methods for radiative transfer in CO2-H2O mixtures at high temperature,0,No, Schmidt H.,Need Improvement,Chair 9
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Consalvi J.L.', ' Andre F.', ' Coelho F.', ' Franca F.', ' Nmira F.', ' Galtier M.', ' Solovjov V.', ' Webb B.']",400,Assessment of engineering gas radiative property models in high pressure turbulent jet diffusion flames,0,Yes, Rice M.,Need Improvement,Chair 9
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Consalvi J.L.', ' Andre F.', ' Coelho F.', ' Franca F.', ' Nmira F.', ' Galtier M.', ' Solovjov V.', ' Webb B.']",400,Assessment of engineering gas radiative property models in high pressure turbulent jet diffusion flames,1,Yes, Howell L.L.,Great,Chair 9
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Consalvi J.L.', ' Andre F.', ' Coelho F.', ' Franca F.', ' Nmira F.', ' Galtier M.', ' Solovjov V.', ' Webb B.']",400,Assessment of engineering gas radiative property models in high pressure turbulent jet diffusion flames,1,Yes, Salmon J.L.,Excellent,Chair 10
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Pastusek P.', ' Payette G.', ' Shor R.', ' Cayeux E.', ' Aarsnes U.J.', ' Hedengren J.', ' Menand S.', ' Macpherson J.', ' Gandikota R.', ' Behounek M.', ' Harmer R.', ' Detournay E.', ' Illerhaus R.', ' Liu Y.']",401,"Creating open source models, test cases, and data for oilfield drilling challenges",1,Yes, Salmon J.L.,Excellent,Chair 10
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Pastusek P.', ' Payette G.', ' Shor R.', ' Cayeux E.', ' Aarsnes U.J.', ' Hedengren J.', ' Menand S.', ' Macpherson J.', ' Gandikota R.', ' Behounek M.', ' Harmer R.', ' Detournay E.', ' Illerhaus R.', ' Liu Y.']",401,"Creating open source models, test cases, and data for oilfield drilling challenges",1,Yes, Magleby S.P.,Great,Chair 10
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Pastusek P.', ' Payette G.', ' Shor R.', ' Cayeux E.', ' Aarsnes U.J.', ' Hedengren J.', ' Menand S.', ' Macpherson J.', ' Gandikota R.', ' Behounek M.', ' Harmer R.', ' Detournay E.', ' Illerhaus R.', ' Liu Y.']",401,"Creating open source models, test cases, and data for oilfield drilling challenges",1,Yes, Zappala D.,Innovative Idea,Chair 10
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Allender E.J.', ' Orgel C.', ' Almeida N.V.', ' Cook J.', ' Ende J.J.', ' Kamps O.', ' Mazrouei S.', ' Slezak T.J.', ' Soini A.-J.', ' Kring D.A.']",402,Traverses for the ISECG-GER design reference mission for humans on the lunar surface,1,Yes, Ning A.,Great,Chair 10
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Allender E.J.', ' Orgel C.', ' Almeida N.V.', ' Cook J.', ' Ende J.J.', ' Kamps O.', ' Mazrouei S.', ' Slezak T.J.', ' Soini A.-J.', ' Kring D.A.']",402,Traverses for the ISECG-GER design reference mission for humans on the lunar surface,1,Yes, Hawkins A.R.,Nice Findings,Chair 9
Proceedings of the International Telemetering Conference,2019,Conference,3.0,"['Allender E.J.', ' Orgel C.', ' Almeida N.V.', ' Cook J.', ' Ende J.J.', ' Kamps O.', ' Mazrouei S.', ' Slezak T.J.', ' Soini A.-J.', ' Kring D.A.']",402,Traverses for the ISECG-GER design reference mission for humans on the lunar surface,0,Yes, Salmon J.L.,Need Improvement,Chair 9
Proceedings of SPIE - The International Society for Optical Engineering,2018,Conference,2.0,"['Transtrum M.K.', ' Francis B.L.', ' Saric A.T.', ' Stankovic A.M.']",403,Simultaneous Global Identification of Dynamic and Network Parameters in Transient Stability Studies,1,Yes, Salmon J.L.,Excellent,Chair 5
Proceedings of SPIE - The International Society for Optical Engineering,2018,Conference,2.0,"['Transtrum M.K.', ' Francis B.L.', ' Saric A.T.', ' Stankovic A.M.']",403,Simultaneous Global Identification of Dynamic and Network Parameters in Transient Stability Studies,1,Yes, Magleby S.P.,Innovative Idea,Chair 6
Proceedings of SPIE - The International Society for Optical Engineering,2018,Conference,2.0,"['Transtrum M.K.', ' Francis B.L.', ' Saric A.T.', ' Stankovic A.M.']",403,Simultaneous Global Identification of Dynamic and Network Parameters in Transient Stability Studies,1,Yes, Schmidt H.,Great,Chair 5
"ASEE Annual Conference and Exposition, Conference Proceedings",2018,Conference,2.0,"['Anderson J.D.', ' Leavitt J.C.', ' Wirthlin M.J.']",404,Neutron Radiation Beam Results for the Xilinx UltraScale+ MPSoC,0,Yes, Schmidt H.,Need Improvement,Chair 8
"ASEE Annual Conference and Exposition, Conference Proceedings",2018,Conference,2.0,"['Anderson J.D.', ' Leavitt J.C.', ' Wirthlin M.J.']",404,Neutron Radiation Beam Results for the Xilinx UltraScale+ MPSoC,1,Yes, Howell L.L.,Nice Findings,Chair 7
"ASEE Annual Conference and Exposition, Conference Proceedings",2018,Conference,2.0,"['Anderson J.D.', ' Leavitt J.C.', ' Wirthlin M.J.']",404,Neutron Radiation Beam Results for the Xilinx UltraScale+ MPSoC,1,Yes, Warnick K.F.,Great,Chair 8
IEEE Transactions on Antennas and Propagation,2018,Journal,,"['Lee D.S.', ' King M.', ' Evans W.', ' Cannon M.', ' Perez-Celis A.', ' Anderson J.', ' Wirthlin M.', ' Rice W.']",405,Single-Event Characterization of 16 nm FinFET Xilinx UltraScale+ Devices with Heavy Ion and Neutron Irradiation,1,Yes, Howell L.L.,Nice Findings,Editor 1
