Author_Name,Affiliation
Smith A.,"University of Maryland, College Park, MD, United States"
Smith A.K.,"Department of Chemical Engineering, Brigham Young University, Provo, UT  84602, United States"
Smith D.,"Department of Mathematics, Brigham Young University, TMCB 274, Provo, UT  84602, United States"
Smith D.O.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84606, United States"
Smith J.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States"
Smith J.P.,"School of Technology, Department of Construction and Facilities Management, Brigham Young University, Provo, UT, United States"
Smith R.,"Qualified Rapid Products, West Jordan, UT, United States"
Smith S.P.,"Brigham Young University, Engineering Building, Provo, UT  84602, United States"
Smith T.,"Brigham Young University, United States"
Smith T.J.,"Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States"
Snell Q.,"Computer Science Department, Brigham Young University, Provo, UT, United States"
Snow D.,"Mechanical Engineering Department, Brigham Young University, Provo, UT, United States"
Soderquist D.R.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Soini A.-J.,"Department of Physics, University of Helsinki, Helsinki, Finland"
Solovjov V.,"Brigham Young University, 360G EB, Provo, UT  84602, United States"
Solovjov V.P.,"Mechanical Engineering Department, Brigham Young University, Provo, UT, United States"
Soltani M.,"Department of Chemical Engineering, Brigham Young University, Provo, UT, United States"
Sommerfeldt S.D.,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States"
Song R.,"ArcelorMittal Global RandD - East Chicago Automotive Products, East Chicago, IN  46312, United States"
Song Y.,"Brigham Young University, Department of Electrical and Computer Engineering, Provo, UT  84602, United States"
Sorensen C.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Sorensen C.D.,"Department of Mechanical Engineering, Brigham Young University, 435 CTB BYU, Provo, UT  84602, United States"
Sorensen S.T.,"Brigham Young University, United States"
Sousa P.,"Department of Mechanical Engineering, Katholieke Universiteit Leuven, Belgium"
Sowards J.B.,"Department of Biology, Brigham Young University, 4102 LSB, Provo, UT  84602, United States"
Sozer E.M.,"Department of Mechanical Engineering, KOÇ University, Turkey"
Spearing S.M.,"Materials Research Group, Faculty of Engineering and the Environment, University of Southampton, United Kingdom"
Speirs N.B.,"Department of Mechanical and Aerospace Engineering, Utah State University, Logan, UT  84322, United States"
Spencer J.C.,"Princeton University, Princeton, NJ  08544, United States"
Spendlove B.,"Computer Science Department, Brigham Young University, 3361 TMCB PO Box 26576, Provo, UT  84602-6576, United States"
Sperry R.,"Department of Mechanical Engineering, Brigham Young University, United States"
Srinivasan G.,"Los Alamos National Laboratory, United States"
Srivastava V.,"Pacific Northwest National Laboratory, 902 Battelle Blvd, Richland, WA  99354, United States"
Stagg G.G.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States"
Stambaugh A.,"School of Engineering, University of California Santa Cruz, 1156 High Street, Santa Cruz, CA  95064, United States"
Stan G.-B.,"Department of Bioengineering, Centre for Synthetic Biology and Innovation, Imperial College London, London, SW7 2AZ, United Kingdom"
Stan N.,"Brigham Young University, Provo, UT  84602, United States"
Stanford N.R.,"Neuroscience, Brigham Young University, Provo, UT  84602, United States"
Stankovic A.M.,"Tufts University, Dept. of Electrical and Computer Engineering, Medford, MA, United States"
Stanković A.M.,"Department of Electrical and Computer Engineering, Tufts University, Medford, MA, United States"
Stanley A.P.J.,"BYU Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Stanley Fujimoto M.,"Brigham Young University, Provo, UT, United States"
Stapleton T.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Starick T.,"BTU Cottbus-Senftenberg, Siemens-Halske-Ring 14, Cottbus, D-03046, Germany"
Stark C.G.,"Brigham Young University, United States"
Stasak D.,"Department of Materials Science and Engineering, University of Maryland, College Park, MD  20742, United States"
Staves D.R.,"Brigham Young University, United States"
Steffensen S.C.,"Department of Psychology and Neuroscience, Brigham Young University, Provo, UT  84602, United States"
Steiner S.H.,"University of Waterloo, Waterloo, ON, Canada"
Stephens A.R.,"Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States"
Stephens K.K.,"University of Texas, Austin, United States"
Steven Turley R.,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States"
Stevens K.,"Brigham Young University, Provo, UT  84602, United States"
Stevens K.A.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT, United States"
Stevens M.D.,"Department of Civil & Environmental Engineering, Brigham Young University, Provo, UT, United States"
Stevenson P.D.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Stewart E.,"Department of Computer Science, Brigham Young University, Provo, UT, United States"
Stitt K.,"Sustainable Energy Solutions, United States"
Stoddard A.,"NSF Center for High-Performance Reconfigurable Computing (CHREC), Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States"
Stofan E.,"Proxemy Research, Greenbelt, MD  20770, United States"
Stone B.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Stone B.R.,"Brigham Young University, 435 CTB, Provo, UT  84602, United States"
Stone S.E.,"Lockheed-Martin Space Systems, Denver, CO, United States"
Stott M.A.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States"
Stout J.M.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States"
Stowers K.J.,"Department of Chemistry and Biochemistry, Brigham Young University, C100 Benson Building, Provo, UT  84604, United States"
Stringer B.J.,"Verum TCS, LLC, Salt Lake City, UT, United States, Department of Bioengineering, University of Utah, Salt Lake City, UT, United States, Department of Anesthesiology, University of Utah, Salt Lake City, UT, United States"
Stringham B.J.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84606, United States"
Stromberg L.R.,"Mechanical Engineering Department, Iowa State University, Ames, IA  50011, United States"
Stubbs C.J.,"New York University, United States"
Stuber Geesey M.A.,"Geophysics Group (EES-17), Los Alamos National Laboratory, Los Alamos, NM, United States"
Stuedlein A.,"School of Civil and Construction Engineering, Oregon State Univ., Corvallis, OR, United States"
Sulik M.,"Department of Medical Microbiology and Nanobiomedical Engineering, Medical University of Białystok, Mickiewicza 2c, Białystok, 15-222, Poland"
Summa D.A.,"Non-Destructive Testing and Evaluation Group (E-6), Los Alamos National Laboratory, Los Alamos, NM, United States"
Sun C.,"CSIRO Data61, Epping, NSW  1710, Australia"
Sun D.,"Department of Psychiatry and Biobehavioral Sciences, Semel Institute for Neuroscience and Human Behavior, University of California at Los Angeles, Los Angeles, CA, United States, Department of Mental Health, Veterans Affairs Greater Los Angeles Healthcare System, Los Angeles, CA, United States"
Sun G.,"Brigham Young University, 350 CB, Provo, UT 84602, United States"
Sun W.,"New York University Abu Dhabi, United Arab Emirates"
Sun X.,Pacific Northwest National Laboratory
Sunaoshi T.,"Hitachi-Technologies America Inc., Clarksburg, MD  20871, United States"
Sutton M.,"Brigham Young University, United States"
Suvorov A.,"Department of Biology, Brigham Young University, Provo, UT  84602, United States"
Svenda V.,"Dept. of Electrical and Computer Engineering, Tufts University, Medford, MA, United States"
Svenda V.G.,"Dept. of Electrical and Computer Eng, Tufts University, Medford, MA, United States"
Swift G.,"LLC, San Jose, CA  95124, United States"
Swift G.M.,"Swift Engineering and Radiation Services, San José, CA, United States"
Swift S.H.,"Brigham Young University, Department of Physics and Astronomy, N233 ESC, Provo, UT  84602, United States"
Swindlehurst E.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States"
Sypherd S.,"Mechanical Engineering Department, Brigham Young University, Provo, UT, United States"
Szymanski R.,"General Motors LLC, United States"
Sáez E.,"Dept. of Geotechnical and Structural Engineering, Pontificia Univ. Católica de Chile, Vicuña Mackenna 4860, Macul, Santiago, 7820436, Chile, Center for Integrated Natural Disaster Management CONICYT/FONDAP/15110017, Vicuña Mackenna 4860, Macul, Santiago, 7820436, Chile"
Taciroglu E.,"Dept. of Civil and Environmental Engineering, Univ. of California Los Angeles, Los Angeles, CA  90095, United States"
Taheri M.L.,"Department of Material Science and Engineering, Johns Hopkins University, Baltimore, MD  21218, United States"
Takahashi K.Z.,"University of Nebraska at Omaha, Omaha, NE, United States"
Takai H.,"Brookhaven National Laboratory, UptonNY, United States"
Takeuchi I.,"Department of Materials Science and Engineering, University of Maryland, College Park, MD  20742, United States"
Talbot M.,"U.S. Bureau of Reclamation, 302 E. 1860 S., Provo, UT  84606-7137, United States"
Talbot S.,"Mechanical Engineering Department, Brigham Young University, Provo, United States"
Tamashasky B.,"Cityworks/Azteca Systems LLC, 11075 South State St., Sandy, UT  84070, United States, Dept. of Civil and Environmental Engineering, Virginia Tech College, 200 Patton Hall, 750 Drillfield Dr., Blacksburg, VA  24061, United States"
Tamini A.,"Washington State University, Pullman, WA  99163, United States"
Tang H.H.,"Aerodyne Industries, LLC, Houston, TX, United States"
Tarnok Z.,"Budapest University of Technology and Economics, Hungary"
Tas F.M.,"IP and Optical Dept, Nokia Networks, Ankara, Turkey"
Tate D.F.,"University of Missouri-St. Louis, St. Louis, MO, United States"
Tate Fanning D.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Taus M.,"Department of Mathematics, Massachusetts Institute of Technology, Cambridge, MA  02139, United States, Institute for Analysis and Scientific Computing, TU Wien, Vienna, 1040, Austria"
Taylor A.,"Botnar Research Centre, Nuffield Department of Orthopaedics, Rheumatology, and Musculoskeletal Sciences, University of Oxford, Oxford, United Kingdom"
Taylor B.A.,"Michael E. DeBakey Veterans Affairs Medical Center, Houston, TX, United States, Department of Physical Medicine and Rehabilitation, Baylor College of Medicine, Houston, TX, United States, Department of Radiology, Baylor College of Medicine, Houston, TX, United States"
Taylor E.,"Brigham Young University, 155 East 1230 North, Provo, UT, United States"
Taysom B.S.,"Brigham Young University, Provo, UT, United States"
Tchoua R.,"Los Alamos National Laboratory, United States, University of Chicago, United States"
Teichert L.,"School of Communications, Brigham Young University, United States"
Tejada-Martínez A.,"Department of Civil and Environmental Engineering, University of South Florida, Tampa, FL  33620, United States"
Temizel-Sekeryan S.,"Department of Civil and Environmental Engineering, University of Wisconsin-Madison, Madison, WI  53706, United States"
Temple K.,"412 Test Wing/ENI, 307 E. Popson Ave., Edwards AFB, CA  93561, United States"
Teng J.,"School of Electronics and Information Technology, Sun Yat-sen University, Guangzhou, China, SYSU-CMU Shunde International Joint Research Institute, Shunde, Foshan, China"
Tensmeyer C.,"Brigham Young University, United States"
Tepalcapa S.,"Institute of Engineering at National Autonomous University of Mexico, Mexico"
Teramoto S.,"Dept. of Aeronautics and Astronautics, Graduate School of Engineering, University of Tokyo, Bunkyo-ku, Tokyo  113-8656, Japan"
Terry J.S.,"Brigham Young University, Provo, UT  84604, United States, Robotics and Dynamics Lab, Department of Mechanical Engineering"
Tew K.,"Department of Information Technology, Brigham Young University, Provo, UT  84602, United States"
Thacker K.S.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Thameem M.,"Department of Construction Science, College of Architecture, Texas A and M University, College Station, TX, United States"
Thelin C.,"Department of Mechanical Engineering, Brigham Young University, Provo, Utah, 84602, United States"
Thomas C.A.,"Academia Sinica, Institute of Astronomy and Astrophysics, Taipei, Taiwan"
Thomas D.C.,"Coreform LLC, P.O. Box 970336, Orem, UT  84097, United States"
Thomas Farrar J.,"Upper Ocean Processes Group, Woods Hole Oceanographic Institution, Woods Hole, MA, United States"
Thomas J.,"Khalifa University of Science and Technology (KUST), Abu Dhabi, United Arab Emirates"
Thomas J.J.,"Brigham Young University, Department of Mechanical Engineering, 360 EB, Provo, UT  84602, United States"
Thomas M.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States"
Thomas S.M.,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States"
Thompson P.M.,"Imaging Genetics Center, Keck School of Medicine of USC, Marina del Rey, CA, United States, Department of Psychiatry and Biobehavioral Sciences, Semel Institute for Neuroscience and Human Behavior, UCLA, Los Angeles, CA, United States, Departments of Neurology, Pediatrics, Psychiatry, Radiology, Engineering, and Ophthalmology, USC, Los Angeles, CA, United States"
Thompson R.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Thompson S.K.,"Department of Chemical Engineering, University of Utah, Salt Lake City, UT  84112, United States"
Thomson S.L.,"Department of Physics and Astronomy, Brigham Young University, United States"
Thorum A.,"Department of Mech Eng, Brigham Young University, Provo, UT, United States"
Thurlow C.A.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States, NSF Center for Space, High-Performance, and Resilient Computing (SHREC), Provo, UT  84602, United States"
Tikare V.,"Center for Computing Research, Sandia National Laboratories, Albuquerque, NM  87185, United States"
Tilahun L.E.,"Morehouse College, 30 Westview Dr SW, Atlanta, GA  30314, United States"
Tippmann J.D.,"Los Alamos National Laboratory, Los Alamos, NM, United States"
Tiwari R.,"IIIT-Delhi, New Delhi, India"
Tobiasson J.R.,"Department of Mechanical Engineering, Brigham Young University, 350 EB, Provo, UT  84602, United States"
Toher C.,"Center for Materials Genomics, Duke University, Durham, NC  27708, United States, Department of Mechanical Engineering and Materials Science, Duke University, Durham, NC  27708, United States"
Tolman K.,"Dept. of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Tolman K.A.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Tolman S.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States"
Tolman S.S.,"Dept. of Engineering Technology, Utah Valley University, Orem, UT  84058, United States"
Toomey R.,"University of South Florida, Tampa, FL, United States"
Tovar J.L.,"Brigham Young University, United States"
Tracy J.B.,"Department of Exercise Science, Brigham Young University, Provo, UT  84602, United States"
Transtrum M.K.,"Dept. of Physics and Astronomy, Brigham Young University, Provo, UT, United States"
Transtrum M.T.,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States"
Trapuzzano M.,"Department of Mechanical Engineering, University of South Florida, Tampa, FL  33620, United States"
Trebino R.,"School of Physics, Georgia Institute of Technology, Atlanta, GA  30332, United States"
Tree D.R.,"Department of Mechanical Engineering, Brigham Young University, 350 EB, Provo, UT  84602, United States"
Trilling D.E.,"Northern Arizona University, Department of Physics and Astronomy, Flagstaff, AZ, United States"
Troy Blackburn J.,"University of North Carolina at Chapel Hill, Chapel Hill, NC, United States"
Troyanskaya M.,"Michael E. DeBakey Veterans Affairs Medical Center, Houston, TX, United States, Department of Physical Medicine and Rehabilitation, Baylor College of Medicine, Houston, TX, United States"
Truscott T.T.,"Utah State University, ENGR 419J, Logan, UT  84322-4130, United States"
Tryon J.E.,"Epic, Madison, WI, United States"
Tsutsumi S.,"Aerospace Research and Development Directorate, Japan Aerospace Exploration Agency, Sagamihara, Kanagawa  252-5210, Japan"
Tucker A.L.,"Operations and Technology Management, Boston University Questrom School of Business, Boston, MA, United States"
Tueller J.A.,"Department of Microbiology & Molecular Biology, Brigham Young University, Provo, UT, United States"
Turley R.S.,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States"
Turoff M.,"New Jersey Institute of Technology, United States"
Tuttle N.J.,"Department of Exercise Science, Brigham Young University, Provo, UT  84602, United States"
Tuttle S.C.,"Department of Health Science, Brigham Young University, Provo, UT, United States"
Twitchell A.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84606, United States"
Tyler J.,"Brigham Young University, United States"
Udall J.A.,"Department of Plant and Wildlife Science, Brigham Young University, Provo, UT, United States"
Ulrich T.J.,"Detonation Science and Technology (Q-6), Los Alamos National Laboratory, Los Alamos, NM, United States"
Umer R.,"Khalifa University of Science and Technology (KUST), Abu Dhabi, United Arab Emirates"
Unnikrishnan V.,"Department of Aerospace Engineering and Mechanics, University of Alabama, Tuscaloosa, AL  35401, United States"
Unrau M.A.,"Brigham Young University, Department of Mechanical Engineering, Provo, UT  84602, United States"
Upadhyay P.,"Pacific Northwest National Laboratory, Richland, WA, United States"
Upadyay P.,"Pacific Northwest National Laboratory, Richland, WA, United States"
Upchurch W.,"Department of Aerospace Engineering and Mechanics, University of Alabama, Tuscaloosa, AL  35401, United States, Department of Surgery, University of Minnesota, Minneapolis, MN  55455, United States"
Vajdi A.,"Department of Psychiatry and Biobehavioral Sciences, Semel Institute for Neuroscience and Human Behavior, University of California at Los Angeles, Los Angeles, CA, United States"
Valdoz J.C.,"Chemistry and Biochemistry Department, Brigham Young University, Provo, Utah  84602, United States"
Vallée T.,"Department at CNES, Guiana Space Center, Kourou, French Guiana"
Van Amelsvoort T.,"Department of Psychiatry and Neuropsychology, Maastricht University, Netherlands"
Van Den Bree M.,"MRC Centre for Neuropsychiatric Genetics and Genomics, Division of Psychological Medicine and Clinical Neurosciences, Cardiff University, Cardiff, United Kingdom"
Van Hoe B.,"Department of Mechanical and Aerospace Engineering, North Carolina State University, Raleigh, NC  27695, United States, Centre for Microsystems Technology, Elis Department, Ghent University-IMEC, Ghent, B-9052, Belgium"
Van Ry P.M.,"Chemistry and Biochemistry Department, Brigham Young University, Provo, Utah  84602, United States"
Van Steenberge G.,"Centre for Microsystems Technology, Elis Department, Ghent University-IMEC, Ghent, B-9052, Belgium"
Vance A.,"Temple University, United States"
Vanfleet R.,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States"
Vanfleet R.R.,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States"
Vasquez D.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Vaterlaus A.C.,"Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Vaugh A.B.,"Brigham Young University, Provo, UT  84602, United States, Dept. of Physics and AstronomyN283 ESC, Canada"
Vaughn A.B.,"Brigham Young University, Provo, UT  84602, United States"
Vaziripour E.,"Utah Valley University, United States"
Veletsianos G.,"Education and Technology, Royal Roads University, Victoria, Canada"
Velez C.,"University of Missouri-St. Louis, St. Louis, MO, United States"
Ventra D.,"Utrecht University, Utrecht, Netherlands"
Ventura D.,"Department of Computer Science, Brigham Young University, United States"
Vera-Grunauer X.,"Geoestudios, J. Assaf B. St., 704-3, Guayaquil, Ecuador"
Verbert K.,"Human and Computer Interaction Group, Department of Computer Science, KU Leuven, Celestijnenlaan 200A, Heverlee, B-3001, Belgium"
Vermeltfoort A.T.,"Department of Architecture, Building and Planning, Eindhoven University, Netherlands"
Vernon C.A.,"Department of Chemical Engineering, Ira A. Fulton College of Engineering and Technology, Brigham Young University, 350 Clyde Building, Provo, UT  84602, United States"
Viglione M.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84604, United States"
Vilela J.P.,"CISUC, Department of Informatics Engineering, University of Coimbra, Coimbra, 3030-290, Portugal"
Villa J.M.,"Instituto de Ingeniería de la UNAM, Dept. of Civil Engineering, Mexico City, Mexico"
Villalon-Reina J.E.,"Imaging Genetics Center, Mark and Mary Stevens Neuroimaging and Informatics Institute Keck, School of Medicine, University of Southern California, Marina del Rey, CA, United States"
Villamizar V.,"Department of Mathematics, Brigham Young University, Provo, UT, United States"
Villanueva I.,"Department of Engineering Education, Utah State University, Logan, UT, United States"
Viswanathan H.,"Los Alamos National Laboratory, United States"
Vogel S.C.,"Los Alamos National Laboratory, Los Alamos, United States"
Von Moll A.,"Air Force Research Laboratory, Department of Mechanical Engineering, Wright–Patterson Air Force BaseOH  45433, United States"
Vosughi A.,"Washington State University, Pullman, WA  99163, United States"
Wade B.S.C.,"University of Missouri-St. Louis, St. Louis, MO, United States, Ahmanson-Lovelace Brain Mapping Center, Department of Neurology, UCLA, Los Angeles, CA, United States"
Wagoner R.H.,"Department of Materials Science and Engineering, Ohio State University, 2041 College Rd., Columbus, OH  43210, United States"
Wagstaff K.B.,"Civil and Environmental Engineering Dept., Brigham Young Univ., 368 CB, Provo, UT  84602, United States"
Wald M.O.,"Brigham Young University, 435 CTB, Provo, UT  84602, United States"
Walker W.C.,"Defense and Veterans Brain Injury Center, San Antonio, TX, United States, Department of Physical Medicine and Rehabilitation, Virginia Commonwealth University, Richmond, VA, United States, Hunter Holmes McGuire VAMC, Richmond, VA, United States"
Walker Z.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT, United States"
Wall A.T.,"Air Force Research Laboratory, Wright-Patterson Air Force Base, 2610 Seventh St., Bldg. 441OH  45433, United States"
Wall S.,"NASA Jet Propulsion Laboratory, Pasadena, CA  91109, United States"
Wall T.,"Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States"
Wall T.A.,"ECEn Department, Brigham Young University, 459 Clyde Building, Provo, UT  84602, United States"
Wallace J.W.,"Lafayette College, Easton, PA, United States"
Wallin N.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States"
Walters D.J.,"Los Alamos National Laboratory, Los Alamos, United States"
Walton M.P.,"Brigham Young University, 459 Clyde Building, Provo, UT, United States"
Walton P.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States"
Wamick K.,"Brigham Young University, Provo, UT, United States"
Wan J.,"School of Electronics and Information Technology, Sun Yat-sen University, Guangzhou, 510006, China, SYSU-CMU Shunde International Joint Research Institute, Shunde, Foshan, 528399, China"
Wang C.-M.,"Statistical Engineering Division, National Institute of Standards and Technology, Boulder, CO  80305, United States"
Wang H.,"Department of Electrical Engineering, Brigham Young University, Provo, UT, United States"
Wang K.-A.,"Department of Industrial Education and Technology, National Changhua University of Education, Changhua County, 50007, Taiwan, Department of Management Information Systems, Central Taiwan University of Science and Technology, Taichung, 40601, Taiwan"
Wang N.,"Pacific Northwest National Laboratory, 902 Battelle Blvd, Richland, WA  99354, United States"
Wang T.,"Center for Friction Stir Processing, Advanced Materials and Manufacturing Processes Institute, University of North Texas, Denton, TX  76203, United States, Pacific Northwest National Laboratory, Energy Materials and Manufacturing, MSIN: K2-03, 902 Battelle Blvd., P.O. Box 999, Richland, WA  99352, United States"
Wang W.,"Department of Mechanical Engineering, University of Houston, Houston, TX  77204-4006, United States, Advanced Manufacturing Institute (AMI), University of Houston, Houston, TX  77204, United States"
Wang X.,"School of Transportation Engineering, Tongji University, Shanghai, 201804, China, Road and Traffic Key Laboratory, Ministry of Education, Shanghai, 201804, China, National Engineering Laboratory for Integrated Optimization of Road Traffic and Safety Analysis Technologies, China"
Wang Y.,"School of Chemical and Environmental Engineering, China University of Mining and Technology, Beijing, 100080, China"
Wanik D.,"Department of Civil and Environmental Engineering, University of Connecticut, Storrs, CT, United States"
Wanik D.W.,"Department of Civil and Environmental Engineering, University of Connecticut, United States"
Ward C.J.,"Brigham Young University, College of Engineering and Technology, Sociology Department, United States"
Ward J.,"Exercise Sciences, Brigham Young University, Provo, UT, United States"
Ware M.,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States"
Warner W.Y.,"Brigham Young University, Department of Manufacturing Engineering 265 CTB, Provo, UT  84602, United States"
Warnick G.M.,"Department of Engineering Leadership, Ira A. Fulton College of Engineering and Technology, Brigham Young University (BYU), United States"
Warnick K.F.,"Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States"
Warnick S.,"Information and Decision Algorithms Laboratories, Brigham Young University, United States"
Warr C.,"Chemical Engineering Department, Brigham Young University, Provo, Utah  84602, United States"
Warr R.,"Department of Statistics, Brigham Young University, Provo, UT, United States"
Warr R.L.,"Department of Statistics, Brigham Young University, Provo, UT, United States"
Watt G.D.,"Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States"
Watt R.K.,"Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States"
Watts-Englert J.,"Paychex, Webster, NY, United States"
Weaver B.P.,"Statistical Sciences Group, CCS-6, Los Alamos National Laboratory, Santa Fe, NM, United States"
Weaver J.L.,"National Institute of Standards and Technology, Gaithersburg, MD  20899, United States"
Weaver J.M.,"Department of Manufacturing Engineering Technology, Brigham Young University, United States"
Webb B.,"Department of Mathematics, Brigham Young University, TMCB 274, Provo, UT  84602, United States"
Webb B.W.,"Brigham Young University, Dept. of Mechanical Engineering, CTB435, Provo, UT  84602, United States"
Webb D.,"Brigham Young University, Department of Electrical and Computer Engineering, Provo, UT  84602, United States"
Webber T.,"Brigham Young University, United States"
Weber K.S.,"Department of Microbiology & Molecular Biology, Brigham Young University, Provo, UT, United States"
Weidman J.,"Brigham Young Univ., 4198 JFSB, Provo, UT  84602, United States"
Weidman J.E.,"Brigham Young University, Ira A. Fulton College of Engineering and Technology, United States"
Weller T.M.,"Department of Mechanical Engineering, University of South Florida, Tampa, FL  33612, United States, National Research Council, Air Force Research Laboratory, Eglin Air Force Base, Valparaiso, FL  32542, United States"
Welling A.G.,"Brigham Young University, United States"
Wells T.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT, United States"
Wen S.-J.,"Cisco Systems Inc, San Jose, United States"
Wendel J.F.,"Department of Ecology, Evolution, and Organismal Biology, Iowa State University, Ames, IA  50011, United States"
Wendt J.O.L.,"Department of Chemical Engineering, University of Utah, Salt Lake City, UT, United States"
West R.A.,"Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, United States"
West R.E.,"Department of Instructional Psychology and Technology, Brigham Young University, 150-H MCKB, Provo, UT  84602, United States"
Westover T.R.,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States"
Wham B.,"University of Colorado Boulder, Boulder, CO, United States"
Wham B.P.,"Center for Infrastructure, Energy, and Space Testing, University of Colorado Boulder, Boulder, CO, United States"
Wheadon J.,"Brigham Young University, United States"
Wheeler D.,"Uber Advanced Technologies Group, Pittsburgh, PA  15201, United States"
Wheeler D.O.,"Electrical Engineering, Brigham Young University, Provo, UT, United States"
Wheeler D.R.,"Department of Chemical Engineering, Brigham Young University, 350 CB, Provo, UT  84602, United States"
Whitaker J.,"Brigham Young University, Provo, UT  84604, United States, Robotics and Dynamics Lab, Department of Mechanical Engineering"
White J.H.,"Brigham Young University, Provo, UT  84058, United States"
White S.,"Green Bank Observatory, Green Bank, WV, United States"
Whitehead J.,"Brigham Young University, United States"
Whitehead J.P.,"Department of Mathematics, Brigham Young University, Provo, UT  84602, United States"
Whitehead N.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84042, United States"
Whiting T.A.,"NSF Center for High-Performance Reconfigurable Computing, Brigham Young University, Provo, UT  84602, United States"
Whitty K.J.,"Department of Chemical Engineering, University of Utah, Salt Lake City, UT  84112, United States"
Whitworth C.B.,"Department of Mechanical Engineering, The University of Texas at Dallas, Richardson, TX, United States"
Wijaya W.,"Centre for Advanced Composite Materials, University of Auckland, New Zealand"
Wikle J.K.,"Brigham Young University, Provo, UT  84602, United States, Department of Mechanical Engineering, United States"
Wilcox E.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Wilde E.A.,"Michael E. DeBakey Veterans Affairs Medical Center, Houston, TX, United States, Department of Physical Medicine and Rehabilitation, Baylor College of Medicine, Houston, TX, United States, Department of Neurology, University of Utah, Salt Lake City, UT, United States, Department of Radiology, Baylor College of Medicine, Houston, TX, United States"
Wilding K.M.,"Department of Chemical Engineering, Brigham Young University, Provo, UT, United States"
Wilding P.R.,"Brigham Young University, Department of Chemical Engineering, Brigham Young University, Provo, UT  84602, United States"
Wilding W.V.,"Department of Chemical Engineering, Brigham Young University, Provo, UT  84602, United States"
Wilkerson J.W.,"Department of Chemical Engineering, Brigham Young University, Provo, UT  84602, United States"
Willenbacher B.,"Institut für Verbundwerkstoffe GmbH, Germany"
Willett K.,"Brigham Young University, Industrial Design, United States"
Willett S.G.,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States"
Willey L.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Willey L.C.,"Brigham Young University, Department of Mechanical Engineering, Provo, UT  84602, United States"
