Year,DOI,Affiliations,Authors with affiliations,Abstract,Author Keywords,Page,Edition,Co-Author,City,Cite
2017,10.1109/ICDM.2017.137,"Department of Computer Science, Brigham Young University, Provo, UT  84602, United States","Sanders, S., Department of Computer Science, Brigham Young University, Provo, UT  84602, United States; Giraud-Carrier, C., Department of Computer Science, Brigham Young University, Provo, UT  84602, United States","One of the challenges of data mining is finding hyperparameters for a learning algorithm that will produce the best model for a given dataset. Hyperparameter optimization automates this process, but it can still take significant time. It has been found that hyperparameter optimization does not always result in induced models with significant improvement over default values, yet no systematic analysis of the role of hyperparameter optimization in machine learning has been conducted. We use metalearning to inform the decision of whether to optimize hyperparameters based on expected performance improvement and computational cost. © 2017 IEEE.",Hyperparameter optimization; Metalearning,5,1,Sanders S.,Paris,713;883
2017,10.1109/IROS.2017.8206443,"Department of Mechanical Engineering, Brigham Young University, United States; Department of Computer Science, Brigham Young University, United States","Ellingson, G., Department of Mechanical Engineering, Brigham Young University, United States; Wingate, D., Department of Computer Science, Brigham Young University, United States; McLain, T., Department of Mechanical Engineering, Brigham Young University, United States",This paper demonstrates a feasible method for using a deep neural network as a sensor to estimate the attitude of a flying vehicle using only flight video. A dataset of still images and associated gravity vectors was collected and used to perform supervised learning. The network builds on a previously trained network and was trained to be able to approximate the attitude of the camera with an average error of about 8 degrees. Flight test video was recorded and processed with a relatively simple visual odometry method. The aircraft attitude is then estimated with the visual odometry as the state propagation and network providing the attitude measurement in an extended Kalman filter. Results show that the proposed method of having the neural network provide a gravity vector attitude measurement from the flight imagery reduces the standard deviation of the attitude error by approximately 12 times compared to a baseline approach. © 2017 IEEE.,,6,,Ellingson G.,,704;808;838;759;829;846;778;815
2017,10.1021/acs.iecr.7b03748,"Department of Chemical Engineering, Brigham Young University, Provo, UT  84602, United States","Hogge, J.W., Department of Chemical Engineering, Brigham Young University, Provo, UT  84602, United States; Giles, N.F., Department of Chemical Engineering, Brigham Young University, Provo, UT  84602, United States; Rowley, R.L., Department of Chemical Engineering, Brigham Young University, Provo, UT  84602, United States; Knotts, T.A., Department of Chemical Engineering, Brigham Young University, Provo, UT  84602, United States; Wilding, W.V., Department of Chemical Engineering, Brigham Young University, Provo, UT  84602, United States","Vapor pressure, heat of vaporization, liquid heat capacity, and ideal-gas heat capacity for pure compounds between the triple point and critical point are important properties for process design and optimization. These thermophysical properties are related to each other through temperature derivatives of thermodynamic relationships stemming from a temperature-dependent vapor-pressure correlation. The Riedel equation has been considered to be an excellent and simple choice among vapor-pressure correlating equations [ Velasco et al. J. Chem. Thermodyn. 2008, 40 (5), 789-797 ] but requires modification of the final coefficient to provide thermodynamic consistency with thermal data [ Hogge et al. Fluid Phase Equilib. 2016, 429, 149-165 ]. New predictive correlations with final coefficients in integer steps from 1 to 6 have been created for compounds with limited or no vapor-pressure data, based on the methodology used originally by Riedel [ Chem. Ing. Tech. 1954, 26 (2), 83-89 ]. Liquid heat capacity was predicted using these vapor-pressure correlations, and the best final coefficient values were chosen based on the ability to simultaneously represent vapor pressure and liquid heat capacity. This procedure improves the fit to liquid heat-capacity data by 5-10% (average absolute deviation), while maintaining the fit of vapor-pressure data similar to those of other prediction methods. Additionally, low-temperature vapor-pressure predictions were improved by relying on liquid heat-capacity data. © 2017 American Chemical Society.",,7,,Hogge J.W.,,682;745;878;735;802;761;719;833;785;669;772;681
2017,10.1109/IROS.2017.8206308,"Johns Hopkins University, Applied Physics Laboratory, Laurel, MD, United States; Department of Electrical Engineering, Brigham Young University, Provo, UT, United States","Martin, S.R., Johns Hopkins University, Applied Physics Laboratory, Laurel, MD, United States; Peterson, C.K., Department of Electrical Engineering, Brigham Young University, Provo, UT, United States",This paper describes a method of automatic sensor bias calculation for angle only sensor models in a target tracking scenario. It is assumed that separate Kalman filters are employed by each sensor and no measurements of known landmarks are available. Accurate bias estimation is achieved through the use of pseudo measurements of slant range from each sensor to the target and pseudo measurements of each sensor's bias. The covariance intersection (CI) algorithm is used to produce a pseudo measurement of slant range. This pseudo measurement of range allows pseudo measurements of sensor bias to be calculated based on each sensor's residuals and Kalman gains. Substantially improved tracking performance is demonstrated when estimating and accounting for constant biases on each sensor. © 2017 IEEE.,,5,1,Martin S.R.,Bangkok,815;867;694;663;661;733;834;816;770;726;787;771;827;747
2017,10.1109/TAP.2017.2766679,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States","Diao, J., Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States; Kunzler, J.W., Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States; Warnick, K.F., Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States","Array antennas with aperiodic element placement provide a way to mitigate grating lobe level when the array element spacing is larger than one half wavelength. Design techniques for aperiodic arrays include thinning, numerical optimization, and other methods, but even with modern tools, designing electrically large aperiodic arrays remain computationally challenging. To reduce the complexity of the large aperiodic array design problem, we study the use of discrete rotated tiles with element positions and tile orientations optimized to minimize peak sidelobe level (PSLL). The directivity, frequency sensitivity of PSLL, and optimization complexity for uniform arrays, aperiodic arrays, and tiled arrays are compared. Based on many numerical examples, an approximate relationship between PSLL and array element number and density for aperiodic and tiled arrays is proposed as a convergence estimator for the design optimization process. © 2017 IEEE.",Aperiodic arrays; array antennas; peak sidelobe level (PSLL); rotated tiles,7,1,Diao J.,Paris,724;682;701;769
2017,10.1007/s10439-017-1910-9,"Department of Mechanical Engineering, Brigham Young University, Provo, United States; Department of Statistics, Brigham Young University, Provo, United States; Department of Exercise Science, Brigham Young University, Provo, United States","Merrell, A.J., Department of Mechanical Engineering, Brigham Young University, Provo, United States; Christensen, W.F., Department of Statistics, Brigham Young University, Provo, United States; Seeley, M.K., Department of Exercise Science, Brigham Young University, Provo, United States; Bowden, A.E., Department of Mechanical Engineering, Brigham Young University, Provo, United States; Fullwood, D.T., Department of Mechanical Engineering, Brigham Young University, Provo, United States","American football has both the highest rate of concussion incidences as well as the highest number of concussions of all contact sports due to both the number of athletes and nature of the sport. Recent research has linked concussions with long term health complications such as chronic traumatic encephalopathy and early onset Alzheimer’s. Understanding the mechanical characteristics of concussive impacts is critical to help protect athletes from these debilitating diseases and is now possible using helmet-based sensor systems. To date, real time on-field measurement of head impacts has been almost exclusively measured by devices that rely on accelerometers or gyroscopes attached to the player’s helmet, or embedded in a mouth guard. These systems monitor motion of the head or helmet, but do not directly measure impact energy. This paper evaluates the accuracy of a novel, multifunctional foam-based sensor that replaces a portion of the helmet foam to measure impact. All modified helmets were tested using a National Operating Committee Standards for Athletic Equipment-style drop tower with a total of 24 drop tests (4 locations with 6 impact energies). The impacts were evaluated using a headform, instrumented with a tri-axial accelerometer, mounted to a Hybrid III neck assembly. The resultant accelerations were evaluated for both the peak acceleration and the severity indices. These data were then compared to the voltage response from multiple Nano Composite Foam sensors located throughout the helmet. The foam sensor system proved to be accurate in measuring both the HIC and Gadd severity index, as well as peak acceleration while also providing additional details that were previously difficult to obtain, such as impact energy. © 2017, Biomedical Engineering Society.",Acceleration; Football helmet; Impact detection; Impact energy; Impact velocity; Piezoelectric foam; Self-sensing foam; Severity index,7,,Merrell A.J.,,784;672;766;686;834;819;887;718;775;792;732;764;866;812;799;860;748;701;769;706
2017,10.1109/TASLP.2017.2738564,"Department of Communication Disorders, Brigham Young University, Provo, UT, United States","Dromey, C., Department of Communication Disorders, Brigham Young University, Provo, UT, United States; Black, K.M., Department of Communication Disorders, Brigham Young University, Provo, UT, United States","This study examined the effects of three speech conditions (voiced, whispered, and mouthed) on global average measures of articulatory movement during sentence production. Participants were 20 adults (ten males and ten females) with no history of speech, language, or hearing disorders. They produced six target utterances in the three speaking conditions. Movements of the following articulators were recorded with an electromagnetic articulograph: Mid tongue, front of tongue, jaw, lower lip, and upper lip. The kinematic metrics were averages derived from movement strokes defined by minima in the speed record of each articulator. These measures revealed a number of significant changes between the voiced and mouthed conditions, with relatively few differences between voiced and whispered speech. Significant increases in sentence duration, articulatory stroke count, and stroke duration as well as significant decreases in peak stroke speed, stroke distance, and hull areas were found in the mouthed condition. These findings suggest that both laryngeal activation and auditory feedback play an important role in the production of normally articulated vocal tract movements, and that the absence of these may account for the significant changes in articulation between the voiced and mouthed conditions. © 2014 IEEE.",Articulatory kinematics; auditory feedback; silent articulation; voicing; whisper,8,1,Dromey C.,Hong Kong,674;798;836;835;692;813;876;763;738;745;691;671;755;805
2017,10.1038/s41524-017-0027-x,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States; Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States; Engineering Laboratory, University of Cambridge, Trumpington Street, Cambridge, CB2 1PZ, United Kingdom","Rosenbrock, C.W., Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States; Homer, E.R., Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States; Csányi, G., Engineering Laboratory, University of Cambridge, Trumpington Street, Cambridge, CB2 1PZ, United Kingdom; Hart, G.L.W., Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States","Machine learning has proven to be a valuable tool to approximate functions in high-dimensional spaces. Unfortunately, analysis of these models to extract the relevant physics is never as easy as applying machine learning to a large data set in the first place. Here we present a description of atomic systems that generates machine learning representations with a direct path to physical interpretation. As an example, we demonstrate its usefulness as a universal descriptor of grain boundary systems. Grain boundaries in crystalline materials are a quintessential example of a complex, high-dimensional system with broad impact on many physical properties including strength, ductility, corrosion resistance, crack resistance, and conductivity. In addition to modeling such properties, the method also provides insight into the physical ""building blocks"" that influence them. This opens the way to discover the underlying physics behind behaviors by understanding which building blocks map to particular properties. Once the structures are understood, they can then be optimized for desirable behaviors. © 2017 The Author(s).",,,1,Rosenbrock C.W.,Paris,708;752;747;845;709;798;829;692;831;757;767;854;817;781;815;675;714;699;792
2017,10.1109/TAP.2017.2758390,"Lafayette College, Easton, PA  18042, United States; Wavetronix, LLC, Provo, UT  84606, United States; Brigham Young University, Provo, UT  84602, United States","Wallace, J.W., Lafayette College, Easton, PA  18042, United States; Ahmad, W., Lafayette College, Easton, PA  18042, United States; Yang, Y., Lafayette College, Easton, PA  18042, United States; Mehmood, R., Wavetronix, LLC, Provo, UT  84606, United States; Jensen, M.A., Brigham Young University, Provo, UT  84602, United States","Colocated 4× 4 multiple-input multiple-output measurements at 2.55 and 24 GHz are presented for two university buildings consisting of classrooms and offices. Link gain in hallways and connected laboratories looks similar at the two frequencies when the effect of lower effective receive antenna aperture with increasing frequency is removed. Non-line-of-sight (NLOS) propagation through a wall or around hallway corners exhibits approximately 5-20 dB (11 dB on average) greater loss beyond the 20 dB aperture loss at 24 GHz compared to that at 2.55 GHz. Fixed directional antennas increase path loss (PL) by an average of 13 dB when misaligned. Capacity for normalized signal-to-noise ratio is very similar in the two bands and is close to that for the optimal independent identically distributed case, indicating sufficient multipath for spatial multiplexing at 24 GHz. A ray-tracing study suggests that material loss must increase from 2.55 to 24 GHz to correctly predict the higher PL at 24 GHz in severely obstructed scenarios, indicating a need for future material characterization in high microwave bands. The results suggest that 24 GHz is a viable option to replace medium-range (10-30 m) NLOS wireless services currently operating at 2.4 GHz. © 1963-2012 IEEE.",Multipath channels; multiple-input multiple-output (MIMO) systems; radio propagation,12,1,Wallace J.W.,Bangkok,711
2017,10.1007/s00205-017-1147-7,"Department of Mathematics, Brigham Young University, Provo, UT  84602, United States; Department of Mathematics, University of Wyoming, Laramie, WY  82071, United States; Department of Mathematics, Indiana University, Bloomington, IN  47402, United States","Humpherys, J., Department of Mathematics, Brigham Young University, Provo, UT  84602, United States; Lyng, G., Department of Mathematics, University of Wyoming, Laramie, WY  82071, United States; Zumbrun, K., Department of Mathematics, Indiana University, Bloomington, IN  47402, United States","Extending results of Humpherys–Lyng–Zumbrun in the one-dimensional case, we use a combination of asymptotic ODE estimates and numerical Evans-function computations to examine the multidimensional stability of planar Navier–Stokes shocks across the full range of shock amplitudes, including the infinite-amplitude limit, for monatomic or diatomic ideal gas equations of state and viscosity and heat conduction coefficients μ, μ+ η, and ν= κ/ cv constant and in the physical ratios predicted by statistical mechanics, and Mach number M&gt; 1.035. Our results indicate unconditional stability within the parameter range considered; this agrees with the results of Erpenbeck and Majda for the corresponding inviscid case of Euler shocks. Notably, this study includes the first successful numerical computation of an Evans function associated with the multidimensional stability of a viscous shock wave. The methods introduced can be used in principle to decide stability for shocks in any polytropic gas, or indeed for shocks of other models, including in, particular, viscoelasticity, combustion, and magnetohydrodynamics (MHD). © 2017, Springer-Verlag GmbH Germany.",,50,1,Humpherys J.,Paris,802;878;838;871;844;783;860;767;676;792;889;791
2017,,"Center for Infrastructure, Energy, and Space Testing, University of Colorado Boulder, Boulder, CO, United States; Department of Civil, Environmental, and Architectural Engineering, University of Colorado Boulder, Boulder, CO, United States; Department of Civil and Environmental Engineering, Brigham Young University, Provo, UT, United States; United States Geological Survey, Menlo Park, CA, United States; Department of Civil and Environmental Engineering, University of California, Los Angeles, CA, United States; AECOM, San Jose, CA, United States","Wham, B.P., Center for Infrastructure, Energy, and Space Testing, University of Colorado Boulder, Boulder, CO, United States; Dashti, S., Department of Civil, Environmental, and Architectural Engineering, University of Colorado Boulder, Boulder, CO, United States; Franke, K., Department of Civil and Environmental Engineering, Brigham Young University, Provo, UT, United States; Kayen, R., United States Geological Survey, Menlo Park, CA, United States, Department of Civil and Environmental Engineering, University of California, Los Angeles, CA, United States; Oettle, N.K., AECOM, San Jose, CA, United States","Widespread damage to lifeline systems occurred as a result from the Kumamoto Earthquakes that initiated on April 14, 2016. Interruption to the water, gas, and electric power supply affected thousands of people. Landslides and surface rupture caused significant damage to transportation systems, especially roads and bridges. This paper provides an overview of observations and information gathered by US researchers (sponsored by Geotechnical Extreme Events Reconnaissance Association), Japanese researchers, and others regarding water supply damage. Emphasis is placed on the largest water authority in the region of the earthquake, Kumamoto City, including damage metrics for various pipe materials and diameters. The greatest damage occurred at valves and other fundamental mechanisms of large diameter pipelines. Pipelines constructed of ERDIP and HDPE performed most favorably while steel and cast iron pipelines were shown to be the more vulnerable. A liquefaction-induced lateral spreading site at which pipeline damage occurred is identified for further study. © 2017 International Association of Lowland Technology. All rights reserved.",Kumamoto Earthquake; Kumamoto water supply; Lifeline damage; Pipeline failure rates; Water distribution network,9,1,Wham B.P.,Paris,864;858;854;879;688;675;845;705
2017,10.1109/TPC.2017.2759621,"Department of Technical Communication, University of North Texas, Denton, TX  76203, United States; Department of English, University of South Alabama, Mobile, AL  36688, United States; Department of English, Queens University, Charlotte, NC  28297, United States; Department of Linguistics and English Language, Brigham Young University, Provo, UT  84602, United States; Department of Management, University of Alabama, Tuscaloosa, AL  35487, United States","Campbell, K.S., Department of Technical Communication, University of North Texas, Denton, TX  76203, United States; Amare, N., Department of English, University of South Alabama, Mobile, AL  36688, United States; Kane, E., Department of English, Queens University, Charlotte, NC  28297, United States; Manning, A.D., Department of Linguistics and English Language, Brigham Young University, Provo, UT  84602, United States; Naidoo, J.S., Department of Management, University of Alabama, Tuscaloosa, AL  35487, United States","Background: Although plain language is almost universally promoted by teachers of professional writing, editors, and communication professionals, some have argued that the effects of and preferences for plain style in written messages differ among groups of individuals. Research questions: 1. Do professionals prefer plain style? 2a. Do preferences differ for different categories of style? 2b. Do preferences differ for different groups of workers? Literature review: Style, the word- and sentence-level elements in a written text, is a critical element of plain language. There is evidence that plain style, however, affects readers differently based on their level of subject matter knowledge. Plain style is even criticized by a few. There is a long history of tensions surrounding linguistic prescriptivism, the notion that one manner of language use is superior to all others. Further, readers' preferences for writing style, plain or otherwise, may not be consistent across occupational positions, education levels, nationalities, personality types, or genders. Research methodology: We conducted a quantitative study of preferences for two major style categories (conciseness and word choice) using an online survey instrument. The student-recruiter technique provided us with usable responses from 614 working adults in the US. Using that data, we calculated proportions of respondents, with confidence intervals, who chose the plain-style options. We also used statistical tests to explore associations between preferences and respondent characteristics. Results and conclusions: Our findings support an overwhelming preference for plain style among US professionals who are native speakers of English. Reader preferences were stronger for elements associated with word choice than with conciseness. Those with lower education levels and blue-collar occupations had lower preferences for plain style. The study had two major limitations: 1. We investigated only two aspects of plain style rather than the full range of elements that make up plain language. 2. Our data-collection instrument presented readers with an artificial rather than an authentic reading experience. Future research may investigate the role of personality on stylistic preferences and the attributions readers make about writers based on their style. © 1988-2012 IEEE.",Conciseness; language use; professional writing; word choice; writing style,10,1,Campbell K.S.,London,860;830;701;866;738;871;681
2017,10.1016/j.jsv.2017.07.021,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States; Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States","Aslani, P., Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States; Sommerfeldt, S.D., Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States; Blotter, J.D., Department of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States","Structurally radiated sound power is a critical design parameter. The acoustic radiation mode approach for computing sound power was developed in the early 1990s and has since been widely used. It has been shown to be a rather efficient approach for determining the radiated sound power. In previous research, radiation mode expressions have been developed for planar and spherical structures, as well as axisymmetric modes of internal and external radiation from cylinders. In this work, the radiation modes for external radiating cylinders which account for both axial and circumferential dependence are presented. The expressions are uniquely developed using cylindrical basis functions which are a more natural match to the geometry than past developments, which have been based on spherical harmonics. Higher order radiation modes than have been previously presented are shown. The “leapfrog effect”, whereby higher order modes leapfrog over lower modes in terms of their radiation efficiencies as the frequency goes above the cut-on frequency for those modes, is discussed in detail. The relationships between the mode efficiency and the coincidence effect associated with the cut-on frequencies of the vibration modes are described. © 2017 Elsevier Ltd",Acoustic basis functions; Cut-on phenomena.; Cylindrical shell; Radiation mode shapes,13,1,Aslani P.,Bangkok,852;763;771;818;868;813;748;692;693;796;722;789;880;661;874;864;698
2017,10.1109/TAP.2017.2748237,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States","Diao, J., Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States; Warnick, K.F., Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States","For phased arrays used in satellite communications and radio astronomy, high sensitivity is required, and minimizing antenna losses is critical. Losses for single antennas can be minimized using high conductivity materials. It is less well understood that loss for array antennas is also influenced by mutual coupling between array elements and the beamformer weights applied to the signal from each element. In this paper, we study the antenna loss and receiving efficiency for phased array antennas and focal plane phased array feeds. To better elucidate the physics of array antenna loss related to mutual coupling and beamformer weights, losses for a coupled array can be lumped into an array effective resistance similar to the loss resistance of an equivalent single antenna. Numerical results show that although the antenna loss for a single isolated array element is low, the array antenna loss can be significantly increased by mutual coupling, particularly for beams with a large scan angle. © 2017 IEEE.",Array effective resistance; mutual coupling; phased array antennas; phased array feeds; receiving efficiency; scanned beams,6,1,Diao J.,London,768
2017,10.1177/0731684417721660,"Manufacturing Engineering Technology, Brigham Young University, Provo, UT, United States","Hoagland, D., Manufacturing Engineering Technology, Brigham Young University, Provo, UT, United States; George, A., Manufacturing Engineering Technology, Brigham Young University, Provo, UT, United States","Flow simulation for liquid composite molding is often performed to assist in process optimization and requires the permeability of the reinforcement to be characterized. For infusion under a flexible membrane, such as vacuum infusion, or for simulation of a part with non-uniform thickness, one must test the permeability at various levels of compaction. This process is time consuming and often relies on interpolation or extrapolation around a few experimental permeability measurements. To accelerate the process of permeability characterization, a small number of methodologies have been previously presented in the literature, in which the permeability may be tested at multiple fiber volume contents in a single test. Some of the methods even measure the permeability over a continuous range of thicknesses, thus requiring no later interpolation of permeability values. A novel method is presented here for the rapid measurement of permeability over a continuous range of fiber volume content, in a single unidirectional vacuum infusion flow experiment. The thickness gradient across the vacuum bag, as well as the fluid pressure at several locations in the mold were concurrently measured to calculate the fabric compressibility. An analytical flow model, which accounts for the compressibility, is then used by iterating the fitting constant in a permeability model until the predicted flow front progression matches empirical measurement. The method is demonstrated here for two reinforcement materials: (1) a fiberglass unbalanced weave and (2) a carbon biax non-crimped fabric. The standard deviation across the multiple experiments for each material and flow orientation ranged from 12.8% to 29.7%. Validation of these results was performed by comparing the resulting permeability with multiple non-continuous permeability measurement methods. © 2017, © The Author(s) 2017.",liquid composite molding; Permeability; vacuum infusion,10,1,Hoagland D.,Hong Kong,735;785;708;888;832;845;736;673;732;858;741;861;812;757;713;828
2017,10.1109/TCSII.2016.2642820,"Brigham Young University, Provo, UT  84602, United States; Georgia Institute of Technology, Atlanta, GA  30332, United States; Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States","Bustamante, D., Brigham Young University, Provo, UT  84602, United States; Janke, D., Georgia Institute of Technology, Atlanta, GA  30332, United States; Swindlehurst, E., Brigham Young University, Provo, UT  84602, United States; Chiang, S.-H.W., Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States","This brief presents a high-precision, mixed-signal mismatch measurement technique for metal-oxide-metal capacitors. The proposed technique incorporates a switched-capacitor op amp within the measurement circuit to significantly improve the measurement precision while relaxing the resolution requirement on the backend analog-to-digital converter (ADC). The proposed technique is also robust against multiple types of errors. A detailed analysis is presented to quantify the sensitivity improvement of the proposed technique over the conventional one. In addition, this brief proposes a multiplexing technique to measure a large number of capacitors in a single chip and a new layout to improve matching. A prototype fabricated in 180 nm technology demonstrates the ability to sense capacitor mismatch standard deviation as low as 0.045% with excellent repeatability, all without the need of a high-resolution ADC. © 2004-2012 IEEE.",Analog-to-digital converter (ADC); capacitance measurement; capacitor mismatch; metal-oxide-metal (MoM) capacitor; mismatch characterization,4,,Bustamante D.,,670;881;692;713;819;696;681;782;836;663;885
2017,10.1016/j.cma.2017.08.003,"Departament d'Enginyeria Mecànica, Universitat Rovira i Virgili, Av. Països Catalans, 26, Tarragona, 43007, Spain; Department of Civil and Environmental Engineering, Brigham Young University, Provo, UT  84602, United States","Maestre, J., Departament d'Enginyeria Mecànica, Universitat Rovira i Virgili, Av. Països Catalans, 26, Tarragona, 43007, Spain; Pallares, J., Departament d'Enginyeria Mecànica, Universitat Rovira i Virgili, Av. Països Catalans, 26, Tarragona, 43007, Spain; Cuesta, I., Departament d'Enginyeria Mecànica, Universitat Rovira i Virgili, Av. Països Catalans, 26, Tarragona, 43007, Spain; Scott, M.A., Department of Civil and Environmental Engineering, Brigham Young University, Provo, UT  84602, United States","A three-dimensional isogeometric coupled boundary element and finite element approach based on analysis suitable T-splines is developed for the simulation of deformable capsules suspended in shear flows. Boundary element analysis is used to solve the fluid Stokes equation whereas the hydrodynamic membrane load is computed via isogeometric analysis under the assumption that the membrane is a hyper-elastic thin shell with negligible bending resistance. The smoothness of the T-spline basis functions accommodate large deformations of the capsule without the need for additional smoothing techniques, and can be used to accurately compute the membrane load. A balanced distribution of membrane elements can be constructed using an unstructured locally refined mesh. These properties are coupled with an adaptive temporal implicit integration scheme. Several benchmark examples are solved to illustrate the accuracy and potential of the method. The approach is then applied to simulate the dynamics of a capsule in a real geometry of a brain capillary. © 2017 Elsevier B.V.",BEM; Deformable capsule; Dynamic refinement; FEM; Isogeometric analysis; T-spline,31,1,Maestre J.,Bangkok,674;724;858;679;834;694
2017,10.1109/JSEN.2017.2750327,"Department of Mechanical and Aerospace Engineering, North Carolina State University, Raleigh, NC  27695, United States; Centre for Microsystems Technology, Elis Department, Ghent University-IMEC, Ghent, B-9052, Belgium; Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States","Van Hoe, B., Department of Mechanical and Aerospace Engineering, North Carolina State University, Raleigh, NC  27695, United States, Centre for Microsystems Technology, Elis Department, Ghent University-IMEC, Ghent, B-9052, Belgium; Oman, K.G., Department of Mechanical and Aerospace Engineering, North Carolina State University, Raleigh, NC  27695, United States; Van Steenberge, G., Centre for Microsystems Technology, Elis Department, Ghent University-IMEC, Ghent, B-9052, Belgium; Stan, N., Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States; Schultz, S.M., Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States; Peters, K.J., Department of Mechanical and Aerospace Engineering, North Carolina State University, Raleigh, NC  27695, United States","Fiber Bragg grating (FBG) sensors can be multiplexed in large numbers to monitor the performance of large structures. This paper addresses the collection of FBG reflection spectra from wavelength division multiplexed sensors at fast acquisition rates. The spectral and temporal resolution is first derived as a function of the tunable filter and measurement system properties. The method is applied to impact loading investigations of a stiffened composite skin panel. The reflected spectrum of each FBG in an array, embedded in the panel, is collected at 100 kHz during the impact events with a spectral resolution down to 40 pm. Visualization of the FBG responses to these impact events, including the presence of spectral distortion in some FBG spectra, is presented. Future analyses based on the full-spectral data sets can enable the assessment of the localized progression of internal damage in such structures. © 2001-2012 IEEE.",Bragg gratings; delamination; nondestructive testing; sensor systems; tunable filters,6,1,Van Hoe B.,Bangkok,862
2017,10.1109/SecDev.2017.20,"MIT Lincoln Laboratory, United States; Brigham Young University, United States","Ruoti, S., MIT Lincoln Laboratory, United States; Seamons, K., Brigham Young University, United States; Zappala, D., Brigham Young University, United States","Developing secure software is inherently difficult, and is further hampered by a rush to market, the lack of cybersecurity-trained architects and developers, and the difficulty of identifying flaws and deploying mitigations. To address these problems, we advocate for an alternative paradigm-layering security onto applications from global control points, such as the browser, operating system, or network. This approach adds security to existing applications, relieving developers of this burden. The benefits of this paradigm are three-fold-(1) increased correctness in the implementation of security features, (2) coverage for all software, even non-maintained legacy software, and (3) more rapid and consistent deployment of threat mitigations and new security features. To demonstrate these benefits, we describe three concrete instantiations of this paradigm- MessageGuard, a system that layers end-to-end encryption in the browser; TrustBase, a system that layers authentication in the operating system; and software-defined perimeter, which layers access control at network middleboxes. © 2017 IEEE.",Application security; Layered security; Repairing Applications; Secure software development; Security,7,1,Ruoti S.,Paris,692;752;885;801;768;855;802
2017,10.1021/acs.bioconjchem.7b00281,"Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States","Draper, S.R.E., Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States; Lawrence, P.B., Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States; Billings, W.M., Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States; Xiao, Q., Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States; Brown, N.P., Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States; Bécar, N.A., Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States; Matheson, D.J., Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States; Stephens, A.R., Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States; Price, J.L., Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States","The development of chemical strategies for site-specific protein modification now enables researchers to attach polyethylene glycol (PEG) to a protein drug at one or more specific locations (i.e., protein PEGylation). However, aside from avoiding enzyme active sites or protein-binding interfaces, distinguishing the optimal PEGylation site from the available alternatives has conventionally been a matter of trial and error. As part of a continuing effort to develop guidelines for identifying optimal PEGylation sites within proteins, we show here that the impact of PEGylation at various sites within the β-sheet model protein WW depends strongly on the identity of the PEG-protein linker. The PEGylation of Gln or of azidohomoalanine has a similar impact on WW conformational stability as does Asn-PEGylation, whereas the PEGylation of propargyloxyphenylalanine is substantially stabilizing at locations where Asn-PEGylation was destabilizing. Importantly, we find that at least one of these three site-specific PEGylation strategies leads to substantial PEG-based stabilization at each of the positions investigated, highlighting the importance of considering conjugation strategy as an important variable in selecting optimal PEGylation sites. We further demonstrate that using a branched PEG oligomer intensifies the impact of PEGylation on WW conformational stability and also show that PEG-based increases to conformational stability are strongly associated with corresponding increases in proteolytic stability. © 2017 American Chemical Society.",,6,1,Draper S.R.E.,Bangkok,850;852;842;807;679;762;883;844;753;859
